species_a	species_b	fm_type	fm_C	fm_benefit_a	fm_benefit_b	fm_xfeed	smetana_MIP	smetana_MRO	sec
L_rhamnosus_GG_GCF_000026505.1	MGYG000002393	competition	0.0490	-0.302363	-0.302365	11	14	0.6545454545454545	1.6
L_crispatus_ST1_GCF_000091765.1	MGYG000003625	competition	0.0152	-0.082496	-0.082580	12	10	0.6984126984126984	1.4
L_delbrueckii_ATCC_BAA365_GCF_000014405.1	MGYG000004683	mutualism	0.0860	0.011848	0.011854	7	8	0.7894736842105263	1.2
L_crispatus_ST1_GCF_000091765.1	MGYG000004812	competition	0.0588	-0.041226	-0.041284	8	8	0.84375	2.0
L_reuteri_DSM20016_GCF_000016825.1	MGYG000002711	mutualism	0.0649	0.086033	0.086041	6	8	0.6896551724137931	1.4
L_reuteri_DSM20016_GCF_000016825.1	MGYG000004841	mutualism	0.0399	0.043933	0.043930	5	8	0.7692307692307693	1.2
L_acidophilus_NCFM_GCF_000011985.1	MGYG000004236	mutualism	0.0278	0.380887	0.380887	6	10	0.7457627118644068	1.2
L_crispatus_M247_GCF_026740115.1	MGYG000001593	mutualism	0.0194	0.224120	0.224124	7	7	0.6440677966101694	1.6
L_reuteri_DSM20016_GCF_000016825.1	MGYG000004036	mutualism	0.0254	0.010812	0.010821	5	10	0.75	1.2
L_delbrueckii_ATCC_BAA365_GCF_000014405.1	MGYG000002451	competition	0.0833	-0.196272	-0.196258	4	16	0.6875	2.1
L_paracasei_ATCC334_GCF_000014525.1	MGYG000003984	competition	0.0355	-0.189981	-0.189983	7	11	0.7241379310344828	1.4
L_casei_ATCC393_GCF_000829055.1	MGYG000002780	mutualism	0.0291	0.083230	0.083225	5	8	0.7741935483870968	1.3
L_rhamnosus_GG_GCF_000026505.1	MGYG000002805	mutualism	0.0339	0.095775	0.095765	5	6	0.6666666666666666	1.3
L_plantarum_WCFS1_GCF_000203855.3	MGYG000001733	mutualism	0.0210	0.075743	0.075733	6	12	0.8059701492537313	1.2
L_casei_ATCC393_GCF_000829055.1	MGYG000002475	competition	0.0451	-0.234186	-0.234187	7	9	0.6181818181818182	2.6
L_crispatus_M247_GCF_026740115.1	MGYG000004257	mutualism	0.0091	0.420554	0.420373	3	7	0.7428571428571429	1.0
L_plantarum_WCFS1_GCF_000203855.3	MGYG000004183	competition	0.0364	-0.052237	-0.052242	4	9	0.7457627118644068	1.3
L_reuteri_DSM20016_GCF_000016825.1	MGYG000000310	mutualism	0.0270	0.059108	0.059116	9	9	0.65625	1.3
L_gasseri_ATCC33323_GCF_000014425.1	MGYG000002876	mutualism	0.0555	0.300320	0.300324	6	11	0.7575757575757576	1.4
L_casei_ATCC393_GCF_000829055.1	MGYG000002415	competition	0.0622	-0.349866	-0.349862	10	15	0.6	3.3
L_gasseri_ATCC33323_GCF_000014425.1	MGYG000003952	mutualism	0.0320	0.545620	0.545616	5	4	0.8767123287671232	1.2
L_crispatus_M247_GCF_026740115.1	MGYG000004728	competition	0.0041	-0.071785	-0.071913	8	9	0.7419354838709677	1.1
L_acidophilus_NCFM_GCF_000011985.1	MGYG000004763	competition	0.0643	-0.151161	-0.151157	2	7	0.6545454545454545	1.5
L_reuteri_DSM20016_GCF_000016825.1	MGYG000001309	competition	0.0438	-0.028456	-0.028444	10	9	0.7241379310344828	1.9
L_reuteri_DSM20016_GCF_000016825.1	MGYG000003059	mutualism	0.0337	0.138735	0.138738	8	4	0.8	0.5
L_delbrueckii_ATCC_BAA365_GCF_000014405.1	MGYG000000379	competition	0.1162	-0.180706	-0.180686	4	8	0.7096774193548387	2.1
L_casei_ATCC393_GCF_000829055.1	MGYG000000119	competition	0.0313	-0.290132	-0.290128	9	12	0.7017543859649122	1.6
L_rhamnosus_GG_GCF_000026505.1	MGYG000001700	competition	0.0542	-0.339210	-0.339205	9	13	0.5777777777777777	1.1
