species_a	species_b	fm_type	fm_C	fm_benefit_a	fm_benefit_b	fm_xfeed	smetana_MIP	smetana_MRO	sec
akk_GCF_026072915.1	MGYG000004267	mutualism	0.0046	0.169425	0.169417	7	11	0.5714285714285714	2.9
akk_GCF_026072915.1	MGYG000002872	mutualism	0.0079	0.005092	0.005017	6	7	0.6274509803921569	2.1
akk_GCF_018847135.1	MGYG000003397	competition	0.1213	-0.234887	-0.234891	1	5	0.7	2.5
akk_GCF_023516715.1	MGYG000003505	competition	0.0350	-0.153693	-0.153690	4	8	0.5882352941176471	2.8
akk_GCF_018847015.1	MGYG000002354	competition	0.0539	-0.207229	-0.207218	9	6	0.6470588235294118	4.0
akk_GCF_018847135.1	MGYG000004822	competition	0.0318	-0.195941	-0.195939	7	10	0.5283018867924528	3.1
akk_GCF_026072915.1	MGYG000004041	mutualism	0.0120	0.047896	0.047884	5	7	0.6222222222222222	1.8
akk_GCF_026072915.1	MGYG000004034	mutualism	0.0060	0.241218	0.241153	7	9	0.6122448979591837	2.1
akk_GCF_026072915.1	MGYG000001947	mutualism	0.0118	0.022745	0.022691	5	11	0.49056603773584906	2.4
akk_GCF_018847135.1	MGYG000002241	mutualism	0.0077	0.145402	0.145381	3	10	0.5	1.4
akk_GCF_023516715.1	MGYG000000557	mutualism	0.0279	0.032710	0.032680	7	8	0.5581395348837209	2.2
akk_GCF_018847135.1	MGYG000001360	competition	0.0221	-0.227332	-0.227335	6	5	0.5	2.2
akk_GCF_023516715.1	MGYG000004790	mutualism	0.0038	0.122848	0.122822	3	6	0.6666666666666666	2.7
akk_GCF_000020225.1	MGYG000002638	competition	0.0515	-0.249314	-0.249310	5	5	0.6666666666666666	2.4
akk_GCF_018847015.1	MGYG000004019	competition	0.1418	-0.319191	-0.319182	0	4	0.7692307692307693	3.3
akk_GCF_018847135.1	MGYG000002794	competition	0.0256	-0.027388	-0.027397	7	9	0.5454545454545454	1.9
akk_GCF_018847135.1	MGYG000000475	mutualism	0.0187	0.050047	0.050011	9	7	0.48	1.0
