species_a	species_b	fm_type	fm_C	fm_benefit_a	fm_benefit_b	fm_xfeed	smetana_MIP	smetana_MRO	sec
akk_GCF_018847015.1	MGYG000002527	competition	0.0362	-0.170526	-0.170509	5	5	0.7	2.2
akk_GCF_018847135.1	MGYG000004790	mutualism	0.0026	0.133907	0.133880	3	6	0.7037037037037037	0.5
akk_GCF_000020225.1	MGYG000001627	competition	0.0525	-0.232150	-0.232149	2	5	0.6938775510204082	1.2
akk_GCF_026072915.1	MGYG000002849	competition	0.0585	-0.194280	-0.194274	3	4	0.6792452830188679	1.2
akk_GCF_026072915.1	MGYG000000986	competition	0.0620	-0.192872	-0.192866	4	5	0.6923076923076923	1.2
akk_GCF_018847135.1	MGYG000001211	mutualism	0.0066	0.183142	0.183132	6	9	0.5901639344262295	0.5
akk_GCF_023516715.1	MGYG000004323	mutualism	0.0610	0.045508	0.045511	3	9	0.6296296296296297	2.7
akk_GCF_026072915.1	MGYG000003794	mutualism	0.0110	0.032155	0.032138	6	9	0.6071428571428571	1.2
akk_GCF_023516715.1	MGYG000001458	mutualism	0.0490	0.182979	0.182983	7	9	0.5660377358490566	1.7
akk_GCF_000020225.1	MGYG000000489	competition	0.0355	-0.134368	-0.134367	7	7	0.7391304347826086	1.6
akk_GCF_026072915.1	MGYG000004723	mutualism	0.0271	0.027640	0.027642	6	7	0.5925925925925926	0.6
akk_GCF_023516715.1	MGYG000000670	competition	0.3208	-0.293215	-0.293212	1	4	0.8085106382978723	1.5
akk_GCF_018847135.1	MGYG000004787	mutualism	0.0126	0.163966	0.163964	8	9	0.6229508196721312	2.5
akk_GCF_018847135.1	MGYG000003794	mutualism	0.0125	0.037034	0.037018	7	8	0.6545454545454545	0.5
akk_GCF_018847135.1	MGYG000000059	competition	0.0358	-0.146142	-0.146140	9	9	0.6666666666666666	1.5
akk_GCF_018847015.1	MGYG000003171	mutualism	0.0104	0.191033	0.191020	6	7	0.6666666666666666	1.3
akk_GCF_023516715.1	MGYG000002684	mutualism	0.0066	0.205226	0.205212	5	9	0.6071428571428571	1.2
akk_GCF_018847155.1	MGYG000000476	competition	0.0355	-0.252470	-0.252466	6	8	0.6938775510204082	1.3
akk_GCF_026072915.1	MGYG000004292	mutualism	0.0127	0.065420	0.065407	5	6	0.7037037037037037	1.3
akk_GCF_018847135.1	MGYG000004501	competition	0.1228	-0.199295	-0.199301	0	4	0.6122448979591837	1.3
akk_GCF_018847135.1	MGYG000001763	competition	0.1601	-0.374824	-0.374820	4	8	0.6785714285714286	2.6
akk_GCF_023516715.1	MGYG000003986	mutualism	0.0050	0.033042	0.033029	4	9	0.6551724137931034	1.1
akk_GCF_018847015.1	MGYG000002884	competition	0.0772	-0.226613	-0.226601	6	8	0.6666666666666666	1.2
akk_GCF_000020225.1	MGYG000002641	competition	0.0124	-0.084000	-0.084006	7	8	0.6938775510204082	1.4
akk_GCF_018847015.1	MGYG000002805	mutualism	0.0392	0.031638	0.031646	6	7	0.6923076923076923	1.2
akk_GCF_018847135.1	MGYG000004551	competition	0.0536	-0.028912	-0.028913	8	11	0.5901639344262295	1.1
akk_GCF_018847155.1	MGYG000000129	mutualism	0.0176	0.032000	0.031976	5	5	0.7555555555555555	0.5
akk_GCF_018847155.1	MGYG000002840	competition	0.0828	-0.141972	-0.141986	3	8	0.6792452830188679	1.2
akk_GCF_018847015.1	MGYG000001325	mutualism	0.0273	0.069033	0.069047	9	10	0.5901639344262295	2.3
akk_GCF_018847135.1	MGYG000002454	competition	0.2019	-0.368403	-0.368402	3	1	0.9777777777777777	1.3
akk_GCF_018847135.1	MGYG000003565	mutualism	0.0211	0.067074	0.067071	5	10	0.6206896551724138	1.2
akk_GCF_018847135.1	MGYG000000007	mutualism	0.0231	0.018740	0.018735	5	12	0.5573770491803278	1.3
akk_GCF_000020225.1	MGYG000003312	competition	0.1647	-0.411097	-0.411092	3	6	0.7272727272727273	1.6
akk_GCF_000020225.1	MGYG000004079	mutualism	0.0155	0.031020	0.031006	6	9	0.6101694915254238	0.5
akk_GCF_018847155.1	MGYG000002464	competition	0.0528	-0.180761	-0.180755	6	7	0.6938775510204082	1.4
akk_GCF_000020225.1	MGYG000003733	competition	0.0550	-0.222991	-0.222994	6	4	0.717948717948718	3.7
akk_GCF_026072915.1	MGYG000002520	competition	0.0193	-0.172991	-0.172982	9	10	0.5945945945945946	2.8
akk_GCF_018847015.1	MGYG000004555	mutualism	0.0179	0.035812	0.035802	7	6	0.7692307692307693	1.2
akk_GCF_018847015.1	MGYG000004616	mutualism	0.0279	0.029006	0.029002	7	7	0.6101694915254238	1.3
akk_GCF_018847135.1	MGYG000004079	mutualism	0.0174	0.104531	0.104518	7	7	0.6	0.5
akk_GCF_018847015.1	MGYG000002198	mutualism	0.0353	0.080058	0.080054	4	7	0.6428571428571429	1.2
akk_GCF_018847155.1	MGYG000003180	competition	0.0987	-0.228746	-0.228742	3	9	0.6415094339622641	1.2
akk_GCF_018847015.1	MGYG000004267	mutualism	0.0078	0.252193	0.252188	7	12	0.6031746031746031	2.2
akk_GCF_023516715.1	MGYG000002260	competition	0.0230	-0.163488	-0.163493	9	7	0.68	1.2
akk_GCF_018847155.1	MGYG000001273	competition	0.0781	-0.221255	-0.221254	5	9	0.6666666666666666	1.3
akk_GCF_018847155.1	MGYG000001330	competition	0.0391	-0.135466	-0.135508	3	5	0.7441860465116279	1.3
akk_GCF_018847015.1	MGYG000003169	mutualism	0.0112	0.133434	0.133407	7	10	0.5614035087719298	0.5
akk_GCF_018847135.1	MGYG000004019	competition	0.1841	-0.350348	-0.350343	0	4	0.7727272727272727	1.5
akk_GCF_026072915.1	MGYG000000159	competition	0.0425	-0.234968	-0.234962	6	6	0.625	1.5
akk_GCF_018847015.1	MGYG000000637	mutualism	0.0057	0.355046	0.355090	18	13	0.6	0.9
akk_GCF_023516715.1	MGYG000003984	mutualism	0.0351	0.041881	0.041886	7	7	0.7346938775510204	2.3
akk_GCF_026072915.1	MGYG000000199	competition	0.0339	-0.138011	-0.138009	3	8	0.6122448979591837	1.5
akk_GCF_000020225.1	MGYG000003529	mutualism	0.0050	0.061635	0.061603	6	12	0.631578947368421	1.1
akk_GCF_018847015.1	MGYG000003675	competition	0.0216	-0.047425	-0.047419	8	5	0.6923076923076923	1.3
akk_GCF_018847155.1	MGYG000001527	competition	0.0533	-0.222184	-0.222178	5	9	0.5769230769230769	1.3
akk_GCF_018847015.1	MGYG000003278	mutualism	0.0303	0.113028	0.113040	8	9	0.6896551724137931	1.0
akk_GCF_018847155.1	MGYG000002241	mutualism	0.0094	0.044310	0.044289	2	14	0.5846153846153846	0.7
akk_GCF_018847015.1	MGYG000002296	mutualism	0.0201	0.039771	0.039776	4	8	0.6	1.5
akk_GCF_026072915.1	MGYG000001756	mutualism	0.0282	0.014239	0.014240	7	3	0.6808510638297872	2.7
akk_GCF_000020225.1	MGYG000003295	competition	0.0540	-0.160513	-0.160523	6	4	0.6956521739130435	1.2
akk_GCF_018847135.1	MGYG000002197	competition	0.0406	-0.143351	-0.143368	4	11	0.5573770491803278	1.0
akk_GCF_018847155.1	MGYG000001506	mutualism	0.0108	0.047428	0.047428	5	11	0.6	1.0
akk_GCF_018847135.1	MGYG000003226	mutualism	0.0215	0.030482	0.030454	6	8	0.6428571428571429	1.1
