species_a	species_b	fm_type	fm_C	fm_benefit_a	fm_benefit_b	fm_xfeed	smetana_MIP	smetana_MRO	sec
L_casei_ATCC393_GCF_000829055.1	MGYG000003344	competition	0.0775	-0.068105	-0.068140	7	8	0.7868852459016393	2.3
L_acidophilus_NCFM_GCF_000011985.1	MGYG000000956	competition	0.0316	-0.097032	-0.097032	6	5	0.8235294117647058	0.5
L_paracasei_ATCC334_GCF_000014525.1	MGYG000000226	competition	0.4971	-0.470186	-0.470184	4	13	0.6666666666666666	1.9
L_delbrueckii_ATCC_BAA365_GCF_000014405.1	MGYG000001870	mutualism	0.0284	0.155451	0.155454	9	9	0.7692307692307693	1.3
L_rhamnosus_GG_GCF_000026505.1	MGYG000003233	competition	0.0469	-0.201847	-0.201849	9	8	0.8275862068965517	0.6
L_delbrueckii_ATCC_BAA365_GCF_000014405.1	MGYG000004880	competition	0.1030	-0.170841	-0.170839	8	9	0.6	1.4
L_acidophilus_NCFM_GCF_000011985.1	MGYG000004673	mutualism	0.0405	0.002536	0.002529	10	12	0.7017543859649122	2.2
L_crispatus_ST1_GCF_000091765.1	MGYG000001704	competition	0.0355	-0.283152	-0.283149	8	8	0.6779661016949152	1.4
L_paracasei_ATCC334_GCF_000014525.1	MGYG000004837	competition	0.2194	-0.312792	-0.312794	4	11	0.6792452830188679	1.8
L_plantarum_WCFS1_GCF_000203855.3	MGYG000003177	mutualism	0.0257	0.015017	0.015007	9	8	0.7058823529411765	1.4
L_crispatus_M247_GCF_026740115.1	MGYG000003632	competition	0.0137	-0.050740	-0.050783	7	12	0.6774193548387096	1.6
L_rhamnosus_GG_GCF_000026505.1	MGYG000003003	competition	0.0599	-0.117902	-0.117953	6	8	0.6206896551724138	2.1
L_gasseri_ATCC33323_GCF_000014425.1	MGYG000004703	mutualism	0.0035	0.048162	0.048149	11	6	0.6885245901639344	1.2
L_delbrueckii_ATCC_BAA365_GCF_000014405.1	MGYG000002418	mutualism	0.0102	0.062925	0.062930	7	14	0.5862068965517241	1.5
L_acidophilus_NCFM_GCF_000011985.1	MGYG000001984	mutualism	0.0587	0.096228	0.096225	5	6	0.746268656716418	1.1
L_casei_ATCC393_GCF_000829055.1	MGYG000004041	mutualism	0.0178	0.027740	0.027726	8	6	0.6779661016949152	1.2
L_acidophilus_NCFM_GCF_000011985.1	MGYG000000736	mutualism	0.0053	0.355780	0.355747	7	7	0.8571428571428571	1.1
L_reuteri_DSM20016_GCF_000016825.1	MGYG000002400	competition	0.0909	-0.176458	-0.176443	9	13	0.6181818181818182	2.8
L_crispatus_M247_GCF_026740115.1	MGYG000001703	competition	0.0543	-0.309479	-0.309473	5	17	0.56	2.2
L_rhamnosus_GG_GCF_000026505.1	MGYG000004864	mutualism	0.0108	0.001554	0.001550	11	11	0.6792452830188679	1.6
L_crispatus_ST1_GCF_000091765.1	MGYG000003318	mutualism	0.0085	0.115910	0.115892	11	17	0.631578947368421	1.4
L_casei_ATCC393_GCF_000829055.1	MGYG000001970	competition	0.0325	-0.234796	-0.234794	8	10	0.6101694915254238	1.6
L_plantarum_WCFS1_GCF_000203855.3	MGYG000002608	mutualism	0.0116	0.132137	0.132123	6	13	0.7352941176470589	1.3
L_plantarum_WCFS1_GCF_000203855.3	MGYG000004748	competition	0.0526	-0.308044	-0.308045	10	6	0.6153846153846154	2.7
L_acidophilus_NCFM_GCF_000011985.1	MGYG000002687	mutualism	0.0130	0.331576	0.331573	8	7	0.7	1.4
L_crispatus_ST1_GCF_000091765.1	MGYG000001130	competition	0.1076	-0.438351	-0.438353	2	6	0.7936507936507936	1.3
L_delbrueckii_ATCC_BAA365_GCF_000014405.1	MGYG000000562	competition	0.0273	-0.258650	-0.258639	7	11	0.711864406779661	1.4
L_plantarum_WCFS1_GCF_000203855.3	MGYG000002430	mutualism	0.0087	0.179562	0.179558	5	6	0.6909090909090909	1.5
L_crispatus_M247_GCF_026740115.1	MGYG000004017	mutualism	0.0409	0.037121	0.037118	6	6	0.7761194029850746	1.3
L_delbrueckii_ATCC_BAA365_GCF_000014405.1	MGYG000003131	mutualism	0.0223	0.100819	0.100828	12	17	0.6101694915254238	2.7
L_reuteri_DSM20016_GCF_000016825.1	MGYG000002163	mutualism	0.0141	0.424712	0.424704	7	6	0.23809523809523808	1.2
L_reuteri_DSM20016_GCF_000016825.1	MGYG000001697	competition	0.0590	-0.102842	-0.102833	8	8	0.6666666666666666	0.7
L_acidophilus_NCFM_GCF_000011985.1	MGYG000004484	competition	0.0444	-0.293100	-0.293107	6	6	0.7887323943661971	1.2
L_crispatus_ST1_GCF_000091765.1	MGYG000004822	mutualism	0.0922	0.124965	0.124967	1	6	0.8732394366197183	1.3
L_delbrueckii_ATCC_BAA365_GCF_000014405.1	MGYG000002352	mutualism	0.0323	0.160296	0.160294	8	14	0.6984126984126984	1.3
L_casei_ATCC393_GCF_000829055.1	MGYG000000207	competition	0.0495	-0.341980	-0.341985	4	9	0.6363636363636364	1.3
L_crispatus_M247_GCF_026740115.1	MGYG000001781	mutualism	0.0667	0.001547	0.001544	3	6	0.7575757575757576	2.1
L_crispatus_ST1_GCF_000091765.1	MGYG000002155	competition	0.0745	-0.022216	-0.022217	2	6	0.7647058823529411	1.1
L_paracasei_ATCC334_GCF_000014525.1	MGYG000002110	competition	0.0711	-0.353066	-0.353068	6	6	0.6885245901639344	1.4
L_paracasei_ATCC334_GCF_000014525.1	MGYG000003483	mutualism	0.0280	0.238819	0.238818	5	9	0.6551724137931034	0.6
L_crispatus_ST1_GCF_000091765.1	MGYG000002563	competition	0.0648	-0.260164	-0.260157	6	4	0.8181818181818182	1.4
L_reuteri_DSM20016_GCF_000016825.1	MGYG000000519	mutualism	0.0457	0.073557	0.073559	4	8	0.8611111111111112	1.1
L_crispatus_M247_GCF_026740115.1	MGYG000000980	mutualism	0.0473	0.143168	0.143152	3	9	0.6774193548387096	1.2
L_acidophilus_NCFM_GCF_000011985.1	MGYG000001865	mutualism	0.0459	0.114777	0.114780	3	6	0.7941176470588235	1.0
L_delbrueckii_ATCC_BAA365_GCF_000014405.1	MGYG000002485	mutualism	0.0445	0.074195	0.074208	8	10	0.7647058823529411	2.5
L_rhamnosus_GG_GCF_000026505.1	MGYG000002296	competition	0.0469	-0.338184	-0.338189	4	7	0.6071428571428571	1.7
L_rhamnosus_GG_GCF_000026505.1	MGYG000001037	mutualism	0.0354	0.031819	0.031813	5	11	0.7384615384615385	1.2
L_gasseri_ATCC33323_GCF_000014425.1	MGYG000002401	competition	0.0597	-0.176556	-0.176550	4	18	0.5818181818181818	1.6
L_acidophilus_NCFM_GCF_000011985.1	MGYG000000468	mutualism	0.0440	0.165430	0.165433	7	5	0.8450704225352113	1.1
L_gasseri_ATCC33323_GCF_000014425.1	MGYG000003246	mutualism	0.0392	0.359673	0.359668	4	6	0.7142857142857143	1.1
L_paracasei_ATCC334_GCF_000014525.1	MGYG000002162	mutualism	0.0104	0.346726	0.346719	5	9	0.2727272727272727	2.0
L_crispatus_ST1_GCF_000091765.1	MGYG000004687	competition	0.0544	-0.292495	-0.292490	6	14	0.6181818181818182	1.7
L_acidophilus_NCFM_GCF_000011985.1	MGYG000003682	competition	0.0522	-0.117754	-0.117753	4	8	0.7272727272727273	1.4
L_acidophilus_NCFM_GCF_000011985.1	MGYG000004165	mutualism	0.0290	0.433610	0.433592	8	11	0.7428571428571429	1.2
L_reuteri_DSM20016_GCF_000016825.1	MGYG000003069	competition	0.1439	-0.168198	-0.168193	4	11	0.7241379310344828	1.4
L_reuteri_DSM20016_GCF_000016825.1	MGYG000001097	mutualism	0.0320	0.291717	0.291718	10	7	0.78125	1.3
L_acidophilus_NCFM_GCF_000011985.1	MGYG000004559	mutualism	0.0310	0.088236	0.088240	5	7	0.8767123287671232	1.3
L_crispatus_ST1_GCF_000091765.1	MGYG000004701	mutualism	0.0117	0.342605	0.342601	7	8	0.6666666666666666	1.2
L_acidophilus_NCFM_GCF_000011985.1	MGYG000004302	mutualism	0.0184	0.052200	0.052195	9	4	0.8611111111111112	2.1
L_paracasei_ATCC334_GCF_000014525.1	MGYG000003529	mutualism	0.0049	0.427433	0.427386	8	8	0.6666666666666666	1.2
L_paracasei_ATCC334_GCF_000014525.1	MGYG000001302	mutualism	0.0175	0.147447	0.147425	7	8	0.7878787878787878	1.3
L_paracasei_ATCC334_GCF_000014525.1	MGYG000000098	competition	0.0333	-0.278742	-0.278744	9	10	0.6181818181818182	1.7
L_reuteri_DSM20016_GCF_000016825.1	MGYG000000719	mutualism	0.0327	0.111008	0.111014	6	7	0.868421052631579	1.0
L_crispatus_M247_GCF_026740115.1	MGYG000000353	mutualism	0.0517	0.122065	0.122059	7	5	0.8405797101449275	1.2
L_reuteri_DSM20016_GCF_000016825.1	MGYG000001445	competition	0.0812	-0.172229	-0.172213	8	17	0.5306122448979592	3.7
L_casei_ATCC393_GCF_000829055.1	MGYG000001055	competition	0.0285	-0.197622	-0.197622	7	10	0.65625	1.3
L_plantarum_WCFS1_GCF_000203855.3	MGYG000001557	competition	0.0741	-0.232715	-0.232714	8	8	0.6774193548387096	1.3
L_paracasei_ATCC334_GCF_000014525.1	MGYG000001311	competition	0.0483	-0.325695	-0.325695	7	13	0.6666666666666666	2.1
L_paracasei_ATCC334_GCF_000014525.1	MGYG000001244	competition	0.0683	-0.053625	-0.053634	3	9	0.7272727272727273	1.2
L_crispatus_ST1_GCF_000091765.1	MGYG000002672	mutualism	0.0240	0.495349	0.228040	5	6	0.6557377049180327	0.5
L_rhamnosus_GG_GCF_000026505.1	MGYG000001665	mutualism	0.0083	0.399161	0.399128	9	5	0.8125	1.2
L_rhamnosus_GG_GCF_000026505.1	MGYG000003867	competition	0.0607	-0.120140	-0.120143	7	12	0.6181818181818182	0.7
L_crispatus_M247_GCF_026740115.1	MGYG000000611	mutualism	0.0109	0.236900	0.236871	8	13	0.6779661016949152	2.2
L_gasseri_ATCC33323_GCF_000014425.1	MGYG000004555	mutualism	0.0415	0.054093	0.054092	4	5	0.7076923076923077	1.2
L_casei_ATCC393_GCF_000829055.1	MGYG000000302	competition	0.0914	-0.341193	-0.341194	3	6	0.7333333333333333	1.4
L_plantarum_WCFS1_GCF_000203855.3	MGYG000002925	competition	0.0245	-0.088258	-0.088315	1	15	0.7466666666666667	0.9
L_crispatus_ST1_GCF_000091765.1	MGYG000004297	competition	0.0813	-0.299865	-0.299863	5	6	0.7301587301587301	1.2
L_delbrueckii_ATCC_BAA365_GCF_000014405.1	MGYG000001769	competition	0.1725	-0.109785	-0.109774	4	9	0.7887323943661971	1.2
L_delbrueckii_ATCC_BAA365_GCF_000014405.1	MGYG000000980	mutualism	0.0188	0.132210	0.132206	7	13	0.6875	0.5
L_casei_ATCC393_GCF_000829055.1	MGYG000000886	competition	0.0557	-0.267610	-0.267607	9	8	0.6440677966101694	1.5
L_paracasei_ATCC334_GCF_000014525.1	MGYG000001002	competition	0.0693	-0.347984	-0.347985	8	4	0.7796610169491526	2.6
L_casei_ATCC393_GCF_000829055.1	MGYG000001259	mutualism	0.0352	0.006586	0.006553	7	11	0.7272727272727273	1.5
L_acidophilus_NCFM_GCF_000011985.1	MGYG000002638	competition	0.0284	-0.233430	-0.233429	6	10	0.7540983606557377	1.5
L_reuteri_DSM20016_GCF_000016825.1	MGYG000002645	competition	0.0264	-0.244438	-0.244441	9	12	0.6896551724137931	1.4
L_crispatus_ST1_GCF_000091765.1	MGYG000003737	mutualism	0.0305	0.059815	0.059814	5	5	0.7619047619047619	1.0
L_delbrueckii_ATCC_BAA365_GCF_000014405.1	MGYG000002149	mutualism	0.0306	0.046643	0.046649	10	11	0.6774193548387096	1.5
L_rhamnosus_GG_GCF_000026505.1	MGYG000002430	competition	0.0069	-0.002008	-0.002013	7	5	0.7037037037037037	0.7
L_rhamnosus_GG_GCF_000026505.1	MGYG000002517	competition	0.0644	-0.355938	-0.355940	9	7	0.6792452830188679	2.8
L_reuteri_DSM20016_GCF_000016825.1	MGYG000004864	competition	0.0680	-0.146675	-0.146674	10	13	0.631578947368421	0.7
L_crispatus_M247_GCF_026740115.1	MGYG000004465	mutualism	0.0262	0.322565	0.322567	5	6	0.8611111111111112	1.2
L_casei_ATCC393_GCF_000829055.1	MGYG000001863	competition	0.0782	-0.052021	-0.052044	5	7	0.746268656716418	1.0
L_acidophilus_NCFM_GCF_000011985.1	MGYG000001302	mutualism	0.0169	0.512574	0.512554	5	5	0.8285714285714286	0.5
L_reuteri_DSM20016_GCF_000016825.1	MGYG000003310	mutualism	0.0424	0.193953	0.193958	6	9	0.7532467532467533	1.1
L_rhamnosus_GG_GCF_000026505.1	MGYG000004080	competition	0.0821	-0.362270	-0.362270	8	13	0.7457627118644068	1.3
