model_id	fastmic_growth	cobra_growth	abs_diff	rel_diff_pct
MGYG000000446__gradient_L9_mos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000457__gradient_L0_base_gapseq	0.69475600	0.69475600	0.00e+00	0.0000
MGYG000000457__gradient_L1_inulin_gapseq	0.69475600	0.69475600	0.00e+00	0.0000
MGYG000000457__gradient_L2_fos_gapseq	0.69475600	0.69475600	0.00e+00	0.0000
MGYG000000457__gradient_L3_gos_gapseq	1.02076800	1.02076800	0.00e+00	0.0000
MGYG000000457__gradient_L4_xos_gapseq	1.02084600	1.02084600	0.00e+00	0.0000
MGYG000000457__gradient_L5_pectin_gapseq	1.02084600	1.02084600	0.00e+00	0.0000
MGYG000000457__gradient_L6_resistant_starch_gapseq	1.02084600	1.02084600	0.00e+00	0.0000
MGYG000000457__gradient_L7_bglucan_gapseq	1.02084600	1.02084600	0.00e+00	0.0000
MGYG000000457__gradient_L8_hmo_gapseq	1.02084600	1.02084600	0.00e+00	0.0000
MGYG000000457__gradient_L9_mos_gapseq	1.02084600	1.02084600	0.00e+00	0.0000
MGYG000000459__gradient_L0_base_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000459__gradient_L1_inulin_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000459__gradient_L2_fos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000459__gradient_L3_gos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000459__gradient_L4_xos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000459__gradient_L5_pectin_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000459__gradient_L6_resistant_starch_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000459__gradient_L7_bglucan_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000459__gradient_L8_hmo_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000459__gradient_L9_mos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000463__gradient_L0_base_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000463__gradient_L1_inulin_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000463__gradient_L2_fos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000463__gradient_L3_gos_gapseq	0.65612100	0.65612100	0.00e+00	0.0000
MGYG000000463__gradient_L4_xos_gapseq	0.65612100	0.65612100	0.00e+00	0.0000
MGYG000000463__gradient_L5_pectin_gapseq	0.72044800	0.72044800	0.00e+00	0.0000
MGYG000000463__gradient_L6_resistant_starch_gapseq	1.02084600	1.02084600	0.00e+00	0.0000
MGYG000000463__gradient_L7_bglucan_gapseq	1.02084600	1.02084600	0.00e+00	0.0000
MGYG000000463__gradient_L8_hmo_gapseq	1.02084600	1.02084600	0.00e+00	0.0000
MGYG000000463__gradient_L9_mos_gapseq	1.02084600	1.02084600	0.00e+00	0.0000
MGYG000000473__gradient_L0_base_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000473__gradient_L1_inulin_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000473__gradient_L2_fos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000473__gradient_L3_gos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000473__gradient_L4_xos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000473__gradient_L5_pectin_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000473__gradient_L6_resistant_starch_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000473__gradient_L7_bglucan_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000473__gradient_L8_hmo_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000473__gradient_L9_mos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000474__gradient_L0_base_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000474__gradient_L1_inulin_gapseq	0.06080900	0.06080900	0.00e+00	0.0000
MGYG000000474__gradient_L2_fos_gapseq	0.06080900	0.06080900	0.00e+00	0.0000
MGYG000000474__gradient_L3_gos_gapseq	0.06080900	0.06080900	0.00e+00	0.0000
MGYG000000474__gradient_L4_xos_gapseq	0.06080900	0.06080900	0.00e+00	0.0000
MGYG000000474__gradient_L5_pectin_gapseq	0.06080900	0.06080900	0.00e+00	0.0000
MGYG000000474__gradient_L6_resistant_starch_gapseq	0.06080900	0.06080900	0.00e+00	0.0000
MGYG000000474__gradient_L7_bglucan_gapseq	0.06080900	0.06080900	0.00e+00	0.0000
MGYG000000474__gradient_L8_hmo_gapseq	0.06080900	0.06080900	0.00e+00	0.0000
MGYG000000474__gradient_L9_mos_gapseq	0.06080900	0.06080900	0.00e+00	0.0000
MGYG000000480__gradient_L0_base_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000480__gradient_L1_inulin_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000480__gradient_L2_fos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000480__gradient_L3_gos_gapseq	0.36845300	0.36845300	0.00e+00	0.0000
MGYG000000480__gradient_L4_xos_gapseq	0.36845300	0.36845300	0.00e+00	0.0000
MGYG000000480__gradient_L5_pectin_gapseq	0.36845300	0.36845300	0.00e+00	0.0000
MGYG000000480__gradient_L6_resistant_starch_gapseq	0.45777700	0.45777700	0.00e+00	0.0000
MGYG000000480__gradient_L7_bglucan_gapseq	0.45777700	0.45777700	0.00e+00	0.0000
MGYG000000480__gradient_L8_hmo_gapseq	0.45777700	0.45777700	0.00e+00	0.0000
MGYG000000480__gradient_L9_mos_gapseq	0.53872700	0.53872700	0.00e+00	0.0000
MGYG000000483__gradient_L0_base_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000483__gradient_L1_inulin_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000483__gradient_L2_fos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000483__gradient_L3_gos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000483__gradient_L4_xos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000483__gradient_L5_pectin_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000483__gradient_L6_resistant_starch_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000483__gradient_L7_bglucan_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000483__gradient_L8_hmo_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000483__gradient_L9_mos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000484__gradient_L0_base_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000484__gradient_L1_inulin_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000484__gradient_L2_fos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000484__gradient_L3_gos_gapseq	0.76989700	0.76989700	0.00e+00	0.0000
MGYG000000484__gradient_L4_xos_gapseq	0.76989700	0.76989700	0.00e+00	0.0000
MGYG000000484__gradient_L5_pectin_gapseq	0.76989700	0.76989700	0.00e+00	0.0000
MGYG000000484__gradient_L6_resistant_starch_gapseq	1.35110500	1.35110500	0.00e+00	0.0000
MGYG000000484__gradient_L7_bglucan_gapseq	1.55410000	1.55410000	0.00e+00	0.0000
MGYG000000484__gradient_L8_hmo_gapseq	1.55410000	1.55410000	0.00e+00	0.0000
MGYG000000484__gradient_L9_mos_gapseq	1.65887200	1.65887200	0.00e+00	0.0000
MGYG000000485__gradient_L0_base_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000485__gradient_L1_inulin_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000485__gradient_L2_fos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000485__gradient_L3_gos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000485__gradient_L4_xos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000485__gradient_L5_pectin_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000485__gradient_L6_resistant_starch_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000485__gradient_L7_bglucan_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000485__gradient_L8_hmo_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000485__gradient_L9_mos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000486__gradient_L0_base_gapseq	0.33095100	0.33095100	0.00e+00	0.0000
MGYG000000486__gradient_L1_inulin_gapseq	0.50415200	0.50415200	0.00e+00	0.0000
MGYG000000486__gradient_L2_fos_gapseq	0.50415200	0.50415200	0.00e+00	0.0000
MGYG000000486__gradient_L3_gos_gapseq	0.50415200	0.50415200	0.00e+00	0.0000
MGYG000000486__gradient_L4_xos_gapseq	0.50415200	0.50415200	0.00e+00	0.0000
MGYG000000486__gradient_L5_pectin_gapseq	0.50415200	0.50415200	0.00e+00	0.0000
MGYG000000486__gradient_L6_resistant_starch_gapseq	0.50415200	0.50415200	0.00e+00	0.0000
MGYG000000486__gradient_L7_bglucan_gapseq	0.50415200	0.50415200	0.00e+00	0.0000
MGYG000000486__gradient_L8_hmo_gapseq	0.50415200	0.50415200	0.00e+00	0.0000
MGYG000000486__gradient_L9_mos_gapseq	0.50415200	0.50415200	0.00e+00	0.0000
MGYG000000490__gradient_L0_base_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000490__gradient_L1_inulin_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000490__gradient_L2_fos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000490__gradient_L3_gos_gapseq	0.43994600	0.43994600	0.00e+00	0.0000
MGYG000000490__gradient_L4_xos_gapseq	0.43994600	0.43994600	0.00e+00	0.0000
MGYG000000490__gradient_L5_pectin_gapseq	0.43994600	0.43994600	0.00e+00	0.0000
MGYG000000490__gradient_L6_resistant_starch_gapseq	1.02084600	1.02084600	0.00e+00	0.0000
MGYG000000490__gradient_L7_bglucan_gapseq	1.02084900	1.02084600	3.00e-06	0.0003
MGYG000000490__gradient_L8_hmo_gapseq	1.02084900	1.02084600	3.00e-06	0.0003
MGYG000000490__gradient_L9_mos_gapseq	1.02085400	1.02084600	8.00e-06	0.0008
MGYG000000491__gradient_L0_base_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000491__gradient_L1_inulin_gapseq	0.27942700	0.27942700	0.00e+00	0.0000
MGYG000000491__gradient_L2_fos_gapseq	0.27942700	0.27942700	0.00e+00	0.0000
MGYG000000491__gradient_L3_gos_gapseq	0.27942700	0.27942700	0.00e+00	0.0000
MGYG000000491__gradient_L4_xos_gapseq	0.27942700	0.27942700	0.00e+00	0.0000
MGYG000000491__gradient_L5_pectin_gapseq	0.27942700	0.27942700	0.00e+00	0.0000
MGYG000000491__gradient_L6_resistant_starch_gapseq	0.59147700	0.59147700	0.00e+00	0.0000
MGYG000000491__gradient_L7_bglucan_gapseq	0.59147700	0.59147700	0.00e+00	0.0000
MGYG000000491__gradient_L8_hmo_gapseq	0.59147700	0.59147700	0.00e+00	0.0000
MGYG000000491__gradient_L9_mos_gapseq	0.65612000	0.65612000	0.00e+00	0.0000
MGYG000000495__gradient_L0_base_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000495__gradient_L1_inulin_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000495__gradient_L2_fos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000495__gradient_L3_gos_gapseq	0.63048800	0.63048800	0.00e+00	0.0000
MGYG000000495__gradient_L4_xos_gapseq	0.63048800	0.63048800	0.00e+00	0.0000
MGYG000000495__gradient_L5_pectin_gapseq	0.63048800	0.63048800	0.00e+00	0.0000
MGYG000000495__gradient_L6_resistant_starch_gapseq	1.35565700	1.35565700	0.00e+00	0.0000
MGYG000000495__gradient_L7_bglucan_gapseq	1.60822500	1.60822500	0.00e+00	0.0000
MGYG000000495__gradient_L8_hmo_gapseq	1.60822500	1.60822500	0.00e+00	0.0000
MGYG000000495__gradient_L9_mos_gapseq	1.60822500	1.60822500	0.00e+00	0.0000
MGYG000000496__gradient_L0_base_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000496__gradient_L1_inulin_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000496__gradient_L2_fos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000496__gradient_L3_gos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000496__gradient_L4_xos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000496__gradient_L5_pectin_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000496__gradient_L6_resistant_starch_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000496__gradient_L7_bglucan_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000496__gradient_L8_hmo_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000496__gradient_L9_mos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000502__gradient_L0_base_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000502__gradient_L1_inulin_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000502__gradient_L2_fos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000502__gradient_L3_gos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000502__gradient_L4_xos_gapseq	2.08986500	2.08986500	0.00e+00	0.0000
MGYG000000502__gradient_L5_pectin_gapseq	2.08986500	2.08986500	0.00e+00	0.0000
MGYG000000502__gradient_L6_resistant_starch_gapseq	2.24152800	2.24152800	0.00e+00	0.0000
MGYG000000502__gradient_L7_bglucan_gapseq	2.24152800	2.24152800	0.00e+00	0.0000
MGYG000000502__gradient_L8_hmo_gapseq	2.24152800	2.24152800	0.00e+00	0.0000
MGYG000000502__gradient_L9_mos_gapseq	2.24152800	2.24152800	0.00e+00	0.0000
MGYG000000511__gradient_L0_base_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000511__gradient_L1_inulin_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000511__gradient_L2_fos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000511__gradient_L3_gos_gapseq	0.25991300	0.25991300	0.00e+00	0.0000
MGYG000000511__gradient_L4_xos_gapseq	0.25991300	0.25991300	0.00e+00	0.0000
MGYG000000511__gradient_L5_pectin_gapseq	0.25991300	0.25991300	0.00e+00	0.0000
MGYG000000511__gradient_L6_resistant_starch_gapseq	0.32571600	0.32571600	0.00e+00	0.0000
MGYG000000511__gradient_L7_bglucan_gapseq	0.32571600	0.32571600	0.00e+00	0.0000
MGYG000000511__gradient_L8_hmo_gapseq	0.32571600	0.32571600	0.00e+00	0.0000
MGYG000000511__gradient_L9_mos_gapseq	0.39151900	0.39151900	0.00e+00	0.0000
MGYG000000514__gradient_L0_base_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000514__gradient_L1_inulin_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000514__gradient_L2_fos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000514__gradient_L3_gos_gapseq	0.22239500	0.22239500	0.00e+00	0.0000
MGYG000000514__gradient_L4_xos_gapseq	0.22239500	0.22239500	0.00e+00	0.0000
MGYG000000514__gradient_L5_pectin_gapseq	0.22239500	0.22239500	0.00e+00	0.0000
MGYG000000514__gradient_L6_resistant_starch_gapseq	0.22239500	0.22239500	0.00e+00	0.0000
MGYG000000514__gradient_L7_bglucan_gapseq	0.22239500	0.22239500	0.00e+00	0.0000
MGYG000000514__gradient_L8_hmo_gapseq	0.22239500	0.22239500	0.00e+00	0.0000
MGYG000000514__gradient_L9_mos_gapseq	0.22239500	0.22239500	0.00e+00	0.0000
MGYG000000515__gradient_L0_base_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000515__gradient_L1_inulin_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000515__gradient_L2_fos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000515__gradient_L3_gos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000515__gradient_L4_xos_gapseq	0.64082100	0.64082100	0.00e+00	0.0000
MGYG000000515__gradient_L5_pectin_gapseq	0.64082100	0.64082100	0.00e+00	0.0000
MGYG000000515__gradient_L6_resistant_starch_gapseq	1.15285700	1.15285700	0.00e+00	0.0000
MGYG000000515__gradient_L7_bglucan_gapseq	1.33488900	1.33488900	0.00e+00	0.0000
MGYG000000515__gradient_L8_hmo_gapseq	1.33488900	1.33488900	0.00e+00	0.0000
MGYG000000515__gradient_L9_mos_gapseq	1.42478100	1.42478100	0.00e+00	0.0000
MGYG000000518__gradient_L0_base_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000518__gradient_L1_inulin_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000518__gradient_L2_fos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000518__gradient_L3_gos_gapseq	0.13576900	0.13576900	0.00e+00	0.0000
MGYG000000518__gradient_L4_xos_gapseq	0.13576900	0.13576900	0.00e+00	0.0000
MGYG000000518__gradient_L5_pectin_gapseq	0.16091300	0.16091300	0.00e+00	0.0000
MGYG000000518__gradient_L6_resistant_starch_gapseq	0.22191600	0.22191600	0.00e+00	0.0000
MGYG000000518__gradient_L7_bglucan_gapseq	0.22820900	0.22820900	0.00e+00	0.0000
MGYG000000518__gradient_L8_hmo_gapseq	0.22820900	0.22820900	0.00e+00	0.0000
MGYG000000518__gradient_L9_mos_gapseq	0.22820900	0.22820900	0.00e+00	0.0000
MGYG000000521__gradient_L0_base_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000521__gradient_L1_inulin_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000521__gradient_L2_fos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000521__gradient_L3_gos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000521__gradient_L4_xos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000521__gradient_L5_pectin_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000521__gradient_L6_resistant_starch_gapseq	0.41957200	0.41956800	4.00e-06	0.0010
MGYG000000521__gradient_L7_bglucan_gapseq	0.41957200	0.41956800	4.00e-06	0.0010
MGYG000000521__gradient_L8_hmo_gapseq	0.41957200	0.41956800	4.00e-06	0.0010
MGYG000000521__gradient_L9_mos_gapseq	0.41957200	0.41956800	4.00e-06	0.0010
MGYG000000523__gradient_L0_base_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000523__gradient_L1_inulin_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000523__gradient_L2_fos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
MGYG000000523__gradient_L3_gos_gapseq	-0.00000000	0.00000000	0.00e+00	NA
