model_id	n_metabolites	n_reactions	n_genes	biomass_rxn	growth_rate	load_time_s	fba_time_s
MGYG000003669__gradient_L4_xos_gapseq	754	750	109	R_EX_cpd11416_c0	0.204247	0.008553	0.008158
MGYG000003669__gradient_L5_pectin_gapseq	754	750	109	R_EX_cpd11416_c0	0.204247	0.008553	0.008249
MGYG000003669__gradient_L6_resistant_starch_gapseq	754	750	109	R_EX_cpd11416_c0	0.306373	0.008553	0.008276
MGYG000003669__gradient_L7_bglucan_gapseq	754	750	109	R_EX_cpd11416_c0	0.306373	0.008553	0.008348
MGYG000003669__gradient_L8_hmo_gapseq	754	750	109	R_EX_cpd11416_c0	0.306373	0.008553	0.008284
MGYG000003669__gradient_L9_mos_gapseq	754	750	109	R_EX_cpd11416_c0	0.306373	0.008553	0.008342
MGYG000003690__gradient_L0_base_gapseq	1170	1374	317	R_EX_cpd11416_c0	0.387365	0.013942	0.016697
MGYG000003690__gradient_L1_inulin_gapseq	1170	1374	317	R_EX_cpd11416_c0	0.546287	0.013942	0.016798
MGYG000003690__gradient_L2_fos_gapseq	1170	1374	317	R_EX_cpd11416_c0	0.546287	0.013942	0.016856
MGYG000003690__gradient_L3_gos_gapseq	1170	1374	317	R_EX_cpd11416_c0	0.665479	0.013942	0.016821
MGYG000003690__gradient_L4_xos_gapseq	1170	1374	317	R_EX_cpd11416_c0	0.696155	0.013942	0.017505
MGYG000003690__gradient_L5_pectin_gapseq	1170	1374	317	R_EX_cpd11416_c0	0.696155	0.013942	0.017398
MGYG000003690__gradient_L6_resistant_starch_gapseq	1170	1374	317	R_EX_cpd11416_c0	1.054854	0.013942	0.017318
MGYG000003690__gradient_L7_bglucan_gapseq	1170	1374	317	R_EX_cpd11416_c0	1.054854	0.013942	0.017387
MGYG000003690__gradient_L8_hmo_gapseq	1170	1374	317	R_EX_cpd11416_c0	1.054854	0.013942	0.017278
MGYG000003690__gradient_L9_mos_gapseq	1170	1374	317	R_EX_cpd11416_c0	1.132099	0.013942	0.017490
MGYG000003692__gradient_L0_base_gapseq	1185	1315	319	R_EX_cpd11416_c0	0.343821	0.012842	0.016289
MGYG000003692__gradient_L1_inulin_gapseq	1185	1315	319	R_EX_cpd11416_c0	0.501000	0.012842	0.016562
MGYG000003692__gradient_L2_fos_gapseq	1185	1315	319	R_EX_cpd11416_c0	0.501000	0.012842	0.016529
MGYG000003692__gradient_L3_gos_gapseq	1185	1315	319	R_EX_cpd11416_c0	0.648356	0.012842	0.016584
MGYG000003692__gradient_L4_xos_gapseq	1185	1315	319	R_EX_cpd11416_c0	0.648356	0.012842	0.016635
MGYG000003692__gradient_L5_pectin_gapseq	1185	1315	319	R_EX_cpd11416_c0	0.648356	0.012842	0.016576
MGYG000003692__gradient_L6_resistant_starch_gapseq	1185	1315	319	R_EX_cpd11416_c0	0.974995	0.012842	0.017465
MGYG000003692__gradient_L7_bglucan_gapseq	1185	1315	319	R_EX_cpd11416_c0	0.974995	0.012842	0.017448
MGYG000003692__gradient_L8_hmo_gapseq	1185	1315	319	R_EX_cpd11416_c0	0.974995	0.012842	0.017571
MGYG000003692__gradient_L9_mos_gapseq	1185	1315	319	R_EX_cpd11416_c0	1.052438	0.012842	0.016663
MGYG000003693__gradient_L0_base_gapseq	1497	1771	496	R_EX_cpd11416_c0	-0.000000	0.017012	0.011317
MGYG000003693__gradient_L1_inulin_gapseq	1497	1771	496	R_EX_cpd11416_c0	-0.000000	0.017012	0.011305
MGYG000003693__gradient_L2_fos_gapseq	1497	1771	496	R_EX_cpd11416_c0	-0.000000	0.017012	0.011236
MGYG000003693__gradient_L3_gos_gapseq	1497	1771	496	R_EX_cpd11416_c0	1.302233	0.017012	0.028451
MGYG000003693__gradient_L4_xos_gapseq	1497	1771	496	R_EX_cpd11416_c0	1.389816	0.017012	0.028473
MGYG000003693__gradient_L5_pectin_gapseq	1497	1771	496	R_EX_cpd11416_c0	1.423020	0.017012	0.028240
MGYG000003693__gradient_L6_resistant_starch_gapseq	1497	1771	496	R_EX_cpd11416_c0	1.899736	0.017012	0.028676
MGYG000003693__gradient_L7_bglucan_gapseq	1497	1771	496	R_EX_cpd11416_c0	2.063384	0.017012	0.028665
MGYG000003693__gradient_L8_hmo_gapseq	1497	1771	496	R_EX_cpd11416_c0	2.063384	0.017012	0.028622
MGYG000003693__gradient_L9_mos_gapseq	1497	1771	496	R_EX_cpd11416_c0	2.167740	0.017012	0.028220
MGYG000003695__gradient_L0_base_gapseq	1434	1676	478	R_EX_cpd11416_c0	0.308279	0.016653	0.024720
MGYG000003695__gradient_L1_inulin_gapseq	1434	1676	478	R_EX_cpd11416_c0	0.481457	0.016653	0.024421
MGYG000003695__gradient_L2_fos_gapseq	1434	1676	478	R_EX_cpd11416_c0	0.481457	0.016653	0.024222
MGYG000003695__gradient_L3_gos_gapseq	1434	1676	478	R_EX_cpd11416_c0	0.758474	0.016653	0.022812
MGYG000003695__gradient_L4_xos_gapseq	1434	1676	478	R_EX_cpd11416_c0	0.819063	0.016653	0.022856
MGYG000003695__gradient_L5_pectin_gapseq	1434	1676	478	R_EX_cpd11416_c0	0.819063	0.016653	0.022849
MGYG000003695__gradient_L6_resistant_starch_gapseq	1434	1676	478	R_EX_cpd11416_c0	1.388738	0.016653	0.024780
MGYG000003695__gradient_L7_bglucan_gapseq	1434	1676	478	R_EX_cpd11416_c0	1.589287	0.016653	0.025701
MGYG000003695__gradient_L8_hmo_gapseq	1434	1676	478	R_EX_cpd11416_c0	1.731612	0.016653	0.024681
MGYG000003695__gradient_L9_mos_gapseq	1434	1676	478	R_EX_cpd11416_c0	1.835121	0.016653	0.025305
MGYG000003696__gradient_L0_base_gapseq	1173	1321	341	R_EX_cpd11416_c0	0.795027	0.013468	0.016001
MGYG000003696__gradient_L1_inulin_gapseq	1173	1321	341	R_EX_cpd11416_c0	1.086579	0.013468	0.016472
MGYG000003696__gradient_L2_fos_gapseq	1173	1321	341	R_EX_cpd11416_c0	1.086579	0.013468	0.016352
MGYG000003696__gradient_L3_gos_gapseq	1173	1321	341	R_EX_cpd11416_c0	1.379891	0.013468	0.016712
MGYG000003696__gradient_L4_xos_gapseq	1173	1321	341	R_EX_cpd11416_c0	1.379891	0.013468	0.016711
MGYG000003696__gradient_L5_pectin_gapseq	1173	1321	341	R_EX_cpd11416_c0	1.379891	0.013468	0.016696
MGYG000003696__gradient_L6_resistant_starch_gapseq	1173	1321	341	R_EX_cpd11416_c0	1.995402	0.013468	0.016884
MGYG000003696__gradient_L7_bglucan_gapseq	1173	1321	341	R_EX_cpd11416_c0	1.995402	0.013468	0.016789
MGYG000003696__gradient_L8_hmo_gapseq	1173	1321	341	R_EX_cpd11416_c0	1.995402	0.013468	0.016735
MGYG000003696__gradient_L9_mos_gapseq	1173	1321	341	R_EX_cpd11416_c0	2.137614	0.013468	0.017364
MGYG000003708__gradient_L0_base_gapseq	1341	1477	423	R_EX_cpd11416_c0	1.064932	0.015746	0.020058
MGYG000003708__gradient_L1_inulin_gapseq	1341	1477	423	R_EX_cpd11416_c0	1.232160	0.015746	0.020459
MGYG000003708__gradient_L2_fos_gapseq	1341	1477	423	R_EX_cpd11416_c0	1.232160	0.015746	0.020651
MGYG000003708__gradient_L3_gos_gapseq	1341	1477	423	R_EX_cpd11416_c0	1.232160	0.015746	0.020500
MGYG000003708__gradient_L4_xos_gapseq	1341	1477	423	R_EX_cpd11416_c0	1.232160	0.015746	0.020488
MGYG000003708__gradient_L5_pectin_gapseq	1341	1477	423	R_EX_cpd11416_c0	1.232160	0.015746	0.020406
MGYG000003708__gradient_L6_resistant_starch_gapseq	1341	1477	423	R_EX_cpd11416_c0	1.365368	0.015746	0.021735
MGYG000003708__gradient_L7_bglucan_gapseq	1341	1477	423	R_EX_cpd11416_c0	1.365368	0.015746	0.021649
MGYG000003708__gradient_L8_hmo_gapseq	1341	1477	423	R_EX_cpd11416_c0	1.365368	0.015746	0.021611
MGYG000003708__gradient_L9_mos_gapseq	1341	1477	423	R_EX_cpd11416_c0	1.365368	0.015746	0.021684
MGYG000003718__gradient_L0_base_gapseq	1093	1159	230	R_EX_cpd11416_c0	-0.000000	0.011912	0.005165
MGYG000003718__gradient_L1_inulin_gapseq	1093	1159	230	R_EX_cpd11416_c0	-0.000000	0.011912	0.006212
MGYG000003718__gradient_L2_fos_gapseq	1093	1159	230	R_EX_cpd11416_c0	-0.000000	0.011912	0.006092
MGYG000003718__gradient_L3_gos_gapseq	1093	1159	230	R_EX_cpd11416_c0	-0.000000	0.011912	0.006254
MGYG000003718__gradient_L4_xos_gapseq	1093	1159	230	R_EX_cpd11416_c0	-0.000000	0.011912	0.006110
MGYG000003718__gradient_L5_pectin_gapseq	1093	1159	230	R_EX_cpd11416_c0	-0.000000	0.011912	0.006243
MGYG000003718__gradient_L6_resistant_starch_gapseq	1093	1159	230	R_EX_cpd11416_c0	-0.000000	0.011912	0.006123
MGYG000003718__gradient_L7_bglucan_gapseq	1093	1159	230	R_EX_cpd11416_c0	-0.000000	0.011912	0.006190
MGYG000003718__gradient_L8_hmo_gapseq	1093	1159	230	R_EX_cpd11416_c0	-0.000000	0.011912	0.006195
MGYG000003718__gradient_L9_mos_gapseq	1093	1159	230	R_EX_cpd11416_c0	-0.000000	0.011912	0.006044
MGYG000003721__gradient_L0_base_gapseq	1033	1068	213	R_EX_cpd11416_c0	-0.000000	0.011189	0.005501
MGYG000003721__gradient_L1_inulin_gapseq	1033	1068	213	R_EX_cpd11416_c0	-0.000000	0.011189	0.005667
MGYG000003721__gradient_L2_fos_gapseq	1033	1068	213	R_EX_cpd11416_c0	-0.000000	0.011189	0.005518
MGYG000003721__gradient_L3_gos_gapseq	1033	1068	213	R_EX_cpd11416_c0	-0.000000	0.011189	0.005537
MGYG000003721__gradient_L4_xos_gapseq	1033	1068	213	R_EX_cpd11416_c0	-0.000000	0.011189	0.005583
MGYG000003721__gradient_L5_pectin_gapseq	1033	1068	213	R_EX_cpd11416_c0	-0.000000	0.011189	0.005622
MGYG000003721__gradient_L6_resistant_starch_gapseq	1033	1068	213	R_EX_cpd11416_c0	-0.000000	0.011189	0.005547
MGYG000003721__gradient_L7_bglucan_gapseq	1033	1068	213	R_EX_cpd11416_c0	-0.000000	0.011189	0.005561
MGYG000003721__gradient_L8_hmo_gapseq	1033	1068	213	R_EX_cpd11416_c0	-0.000000	0.011189	0.005551
MGYG000003721__gradient_L9_mos_gapseq	1033	1068	213	R_EX_cpd11416_c0	-0.000000	0.011189	0.005546
MGYG000003722__gradient_L0_base_gapseq	1014	1060	255	R_EX_cpd11416_c0	-0.000000	0.011128	0.005089
MGYG000003722__gradient_L1_inulin_gapseq	1014	1060	255	R_EX_cpd11416_c0	-0.000000	0.011128	0.005146
MGYG000003722__gradient_L2_fos_gapseq	1014	1060	255	R_EX_cpd11416_c0	-0.000000	0.011128	0.005030
MGYG000003722__gradient_L3_gos_gapseq	1014	1060	255	R_EX_cpd11416_c0	-0.000000	0.011128	0.004992
MGYG000003722__gradient_L4_xos_gapseq	1014	1060	255	R_EX_cpd11416_c0	-0.000000	0.011128	0.005091
MGYG000003722__gradient_L5_pectin_gapseq	1014	1060	255	R_EX_cpd11416_c0	-0.000000	0.011128	0.005054
MGYG000003722__gradient_L6_resistant_starch_gapseq	1014	1060	255	R_EX_cpd11416_c0	-0.000000	0.011128	0.005738
MGYG000003722__gradient_L7_bglucan_gapseq	1014	1060	255	R_EX_cpd11416_c0	-0.000000	0.011128	0.005784
MGYG000003722__gradient_L8_hmo_gapseq	1014	1060	255	R_EX_cpd11416_c0	-0.000000	0.011128	0.005788
MGYG000003722__gradient_L9_mos_gapseq	1014	1060	255	R_EX_cpd11416_c0	-0.000000	0.011128	0.005820
MGYG000003727__gradient_L0_base_gapseq	1047	1116	255	R_EX_cpd11416_c0	0.189336	0.011169	0.014413
MGYG000003727__gradient_L1_inulin_gapseq	1047	1116	255	R_EX_cpd11416_c0	0.189336	0.011169	0.014540
MGYG000003727__gradient_L2_fos_gapseq	1047	1116	255	R_EX_cpd11416_c0	0.189336	0.011169	0.014487
MGYG000003727__gradient_L3_gos_gapseq	1047	1116	255	R_EX_cpd11416_c0	0.189336	0.011169	0.014511
MGYG000003727__gradient_L4_xos_gapseq	1047	1116	255	R_EX_cpd11416_c0	0.189336	0.011169	0.014570
MGYG000003727__gradient_L5_pectin_gapseq	1047	1116	255	R_EX_cpd11416_c0	0.189336	0.011169	0.014506
MGYG000003727__gradient_L6_resistant_starch_gapseq	1047	1116	255	R_EX_cpd11416_c0	0.189336	0.011169	0.014558
MGYG000003727__gradient_L7_bglucan_gapseq	1047	1116	255	R_EX_cpd11416_c0	0.189336	0.011169	0.014502
MGYG000003727__gradient_L8_hmo_gapseq	1047	1116	255	R_EX_cpd11416_c0	0.189336	0.011169	0.014492
MGYG000003727__gradient_L9_mos_gapseq	1047	1116	255	R_EX_cpd11416_c0	0.189336	0.011169	0.014519
MGYG000003738__gradient_L0_base_gapseq	807	839	200	R_EX_cpd11416_c0	0.832505	0.008983	0.010370
MGYG000003738__gradient_L1_inulin_gapseq	807	839	200	R_EX_cpd11416_c0	1.011427	0.008983	0.010380
MGYG000003738__gradient_L2_fos_gapseq	807	839	200	R_EX_cpd11416_c0	1.011427	0.008983	0.010383
MGYG000003738__gradient_L3_gos_gapseq	807	839	200	R_EX_cpd11416_c0	1.011427	0.008983	0.010328
MGYG000003738__gradient_L4_xos_gapseq	807	839	200	R_EX_cpd11416_c0	1.011427	0.008983	0.010289
MGYG000003738__gradient_L5_pectin_gapseq	807	839	200	R_EX_cpd11416_c0	1.011427	0.008983	0.010417
MGYG000003738__gradient_L6_resistant_starch_gapseq	807	839	200	R_EX_cpd11416_c0	1.180705	0.008983	0.010232
MGYG000003738__gradient_L7_bglucan_gapseq	807	839	200	R_EX_cpd11416_c0	1.180705	0.008983	0.010219
MGYG000003738__gradient_L8_hmo_gapseq	807	839	200	R_EX_cpd11416_c0	1.180705	0.008983	0.010191
MGYG000003738__gradient_L9_mos_gapseq	807	839	200	R_EX_cpd11416_c0	1.180705	0.008983	0.010294
MGYG000003742__gradient_L0_base_gapseq	1235	1394	292	R_EX_cpd11416_c0	-0.000000	0.013621	0.008359
MGYG000003742__gradient_L1_inulin_gapseq	1235	1394	292	R_EX_cpd11416_c0	-0.000000	0.013621	0.008294
MGYG000003742__gradient_L2_fos_gapseq	1235	1394	292	R_EX_cpd11416_c0	-0.000000	0.013621	0.008222
MGYG000003742__gradient_L3_gos_gapseq	1235	1394	292	R_EX_cpd11416_c0	-0.000000	0.013621	0.008607
MGYG000003742__gradient_L4_xos_gapseq	1235	1394	292	R_EX_cpd11416_c0	-0.000000	0.013621	0.008648
MGYG000003742__gradient_L5_pectin_gapseq	1235	1394	292	R_EX_cpd11416_c0	-0.000000	0.013621	0.008621
MGYG000003742__gradient_L6_resistant_starch_gapseq	1235	1394	292	R_EX_cpd11416_c0	-0.000000	0.013621	0.009023
MGYG000003742__gradient_L7_bglucan_gapseq	1235	1394	292	R_EX_cpd11416_c0	-0.000000	0.013621	0.008983
MGYG000003742__gradient_L8_hmo_gapseq	1235	1394	292	R_EX_cpd11416_c0	-0.000000	0.013621	0.009006
MGYG000003742__gradient_L9_mos_gapseq	1235	1394	292	R_EX_cpd11416_c0	-0.000000	0.013621	0.008686
MGYG000003744__gradient_L0_base_gapseq	1023	1083	195	R_EX_cpd11416_c0	-0.000000	0.010719	0.004720
MGYG000003744__gradient_L1_inulin_gapseq	1023	1083	195	R_EX_cpd11416_c0	-0.000000	0.010719	0.004785
MGYG000003744__gradient_L2_fos_gapseq	1023	1083	195	R_EX_cpd11416_c0	-0.000000	0.010719	0.004722
MGYG000003744__gradient_L3_gos_gapseq	1023	1083	195	R_EX_cpd11416_c0	-0.000000	0.010719	0.004757
MGYG000003744__gradient_L4_xos_gapseq	1023	1083	195	R_EX_cpd11416_c0	-0.000000	0.010719	0.004746
MGYG000003744__gradient_L5_pectin_gapseq	1023	1083	195	R_EX_cpd11416_c0	-0.000000	0.010719	0.004718
MGYG000003744__gradient_L6_resistant_starch_gapseq	1023	1083	195	R_EX_cpd11416_c0	0.467939	0.010719	0.011941
MGYG000003744__gradient_L7_bglucan_gapseq	1023	1083	195	R_EX_cpd11416_c0	0.467939	0.010719	0.012112
MGYG000003744__gradient_L8_hmo_gapseq	1023	1083	195	R_EX_cpd11416_c0	0.467939	0.010719	0.011900
MGYG000003744__gradient_L9_mos_gapseq	1023	1083	195	R_EX_cpd11416_c0	0.536934	0.010719	0.012162
MGYG000003752__gradient_L0_base_gapseq	1207	1304	281	R_EX_cpd11416_c0	-0.000000	0.013250	0.006247
MGYG000003752__gradient_L1_inulin_gapseq	1207	1304	281	R_EX_cpd11416_c0	-0.000000	0.013250	0.006490
MGYG000003752__gradient_L2_fos_gapseq	1207	1304	281	R_EX_cpd11416_c0	-0.000000	0.013250	0.006523
MGYG000003752__gradient_L3_gos_gapseq	1207	1304	281	R_EX_cpd11416_c0	-0.000000	0.013250	0.006615
MGYG000003752__gradient_L4_xos_gapseq	1207	1304	281	R_EX_cpd11416_c0	0.450957	0.013250	0.016077
MGYG000003752__gradient_L5_pectin_gapseq	1207	1304	281	R_EX_cpd11416_c0	0.450957	0.013250	0.016012
MGYG000003752__gradient_L6_resistant_starch_gapseq	1207	1304	281	R_EX_cpd11416_c0	1.055318	0.013250	0.015982
MGYG000003752__gradient_L7_bglucan_gapseq	1207	1304	281	R_EX_cpd11416_c0	1.264639	0.013250	0.016207
MGYG000003752__gradient_L8_hmo_gapseq	1207	1304	281	R_EX_cpd11416_c0	1.264639	0.013250	0.016062
MGYG000003752__gradient_L9_mos_gapseq	1207	1304	281	R_EX_cpd11416_c0	1.369300	0.013250	0.015946
MGYG000003753__gradient_L0_base_gapseq	1185	1248	278	R_EX_cpd11416_c0	0.702503	0.013058	0.015646
MGYG000003753__gradient_L1_inulin_gapseq	1185	1248	278	R_EX_cpd11416_c0	0.825709	0.013058	0.015630
MGYG000003753__gradient_L2_fos_gapseq	1185	1248	278	R_EX_cpd11416_c0	0.825709	0.013058	0.015803
MGYG000003753__gradient_L3_gos_gapseq	1185	1248	278	R_EX_cpd11416_c0	0.825709	0.013058	0.015630
MGYG000003753__gradient_L4_xos_gapseq	1185	1248	278	R_EX_cpd11416_c0	0.874281	0.013058	0.015978
MGYG000003753__gradient_L5_pectin_gapseq	1185	1248	278	R_EX_cpd11416_c0	0.874281	0.013058	0.015992
MGYG000003753__gradient_L6_resistant_starch_gapseq	1185	1248	278	R_EX_cpd11416_c0	0.997373	0.013058	0.015465
MGYG000003753__gradient_L7_bglucan_gapseq	1185	1248	278	R_EX_cpd11416_c0	1.168549	0.013058	0.015661
MGYG000003753__gradient_L8_hmo_gapseq	1185	1248	278	R_EX_cpd11416_c0	1.168549	0.013058	0.015687
MGYG000003753__gradient_L9_mos_gapseq	1185	1248	278	R_EX_cpd11416_c0	1.168549	0.013058	0.015747
MGYG000003761__gradient_L0_base_gapseq	1959	2312	674	R_EX_cpd11416_c0	0.862735	0.023368	0.044426
MGYG000003761__gradient_L1_inulin_gapseq	1959	2312	674	R_EX_cpd11416_c0	0.961397	0.023368	0.046165
MGYG000003761__gradient_L2_fos_gapseq	1959	2312	674	R_EX_cpd11416_c0	0.961397	0.023368	0.046255
MGYG000003761__gradient_L3_gos_gapseq	1959	2312	674	R_EX_cpd11416_c0	0.961397	0.023368	0.047216
MGYG000003761__gradient_L4_xos_gapseq	1959	2312	674	R_EX_cpd11416_c0	1.015867	0.023368	0.046187
MGYG000003761__gradient_L5_pectin_gapseq	1959	2312	674	R_EX_cpd11416_c0	1.015867	0.023368	0.046269
MGYG000003761__gradient_L6_resistant_starch_gapseq	1959	2312	674	R_EX_cpd11416_c0	1.467040	0.023368	0.045241
MGYG000003761__gradient_L7_bglucan_gapseq	1959	2312	674	R_EX_cpd11416_c0	1.617281	0.023368	0.047593
MGYG000003761__gradient_L8_hmo_gapseq	1959	2312	674	R_EX_cpd11416_c0	1.617281	0.023368	0.047432
MGYG000003761__gradient_L9_mos_gapseq	1959	2312	674	R_EX_cpd11416_c0	1.701941	0.023368	0.047195
MGYG000003791__gradient_L0_base_gapseq	1490	1681	385	R_EX_cpd11416_c0	-0.000000	0.017352	0.011742
MGYG000003791__gradient_L1_inulin_gapseq	1490	1681	385	R_EX_cpd11416_c0	-0.000000	0.017352	0.011847
MGYG000003791__gradient_L2_fos_gapseq	1490	1681	385	R_EX_cpd11416_c0	-0.000000	0.017352	0.011773
MGYG000003791__gradient_L3_gos_gapseq	1490	1681	385	R_EX_cpd11416_c0	-0.000000	0.017352	0.011780
MGYG000003791__gradient_L4_xos_gapseq	1490	1681	385	R_EX_cpd11416_c0	0.163539	0.017352	0.027490
MGYG000003791__gradient_L5_pectin_gapseq	1490	1681	385	R_EX_cpd11416_c0	0.163539	0.017352	0.027354
MGYG000003791__gradient_L6_resistant_starch_gapseq	1490	1681	385	R_EX_cpd11416_c0	0.222874	0.017352	0.029431
MGYG000003791__gradient_L7_bglucan_gapseq	1490	1681	385	R_EX_cpd11416_c0	0.222874	0.017352	0.029499
MGYG000003791__gradient_L8_hmo_gapseq	1490	1681	385	R_EX_cpd11416_c0	0.222874	0.017352	0.029510
MGYG000003791__gradient_L9_mos_gapseq	1490	1681	385	R_EX_cpd11416_c0	0.262498	0.017352	0.029936
MGYG000003794__gradient_L0_base_gapseq	1170	1281	288	R_EX_cpd11416_c0	0.210335	0.012540	0.017182
MGYG000003794__gradient_L1_inulin_gapseq	1170	1281	288	R_EX_cpd11416_c0	0.210335	0.012540	0.016966
MGYG000003794__gradient_L2_fos_gapseq	1170	1281	288	R_EX_cpd11416_c0	0.210335	0.012540	0.017126
MGYG000003794__gradient_L3_gos_gapseq	1170	1281	288	R_EX_cpd11416_c0	0.310074	0.012540	0.017056
MGYG000003794__gradient_L4_xos_gapseq	1170	1281	288	R_EX_cpd11416_c0	0.310074	0.012540	0.017224
MGYG000003794__gradient_L5_pectin_gapseq	1170	1281	288	R_EX_cpd11416_c0	0.310074	0.012540	0.017023
MGYG000003794__gradient_L6_resistant_starch_gapseq	1170	1281	288	R_EX_cpd11416_c0	0.607989	0.012540	0.017041
MGYG000003794__gradient_L7_bglucan_gapseq	1170	1281	288	R_EX_cpd11416_c0	0.607989	0.012540	0.016924
MGYG000003794__gradient_L8_hmo_gapseq	1170	1281	288	R_EX_cpd11416_c0	0.607989	0.012540	0.016968
MGYG000003794__gradient_L9_mos_gapseq	1170	1281	288	R_EX_cpd11416_c0	0.724046	0.012540	0.016643
MGYG000003800__gradient_L0_base_gapseq	1214	1413	326	R_EX_cpd11416_c0	0.000000	0.014490	0.008269
MGYG000003800__gradient_L1_inulin_gapseq	1214	1413	326	R_EX_cpd11416_c0	0.263242	0.014490	0.020257
MGYG000003800__gradient_L2_fos_gapseq	1214	1413	326	R_EX_cpd11416_c0	0.263242	0.014490	0.020209
MGYG000003800__gradient_L3_gos_gapseq	1214	1413	326	R_EX_cpd11416_c0	0.318664	0.014490	0.021064
MGYG000003800__gradient_L4_xos_gapseq	1214	1413	326	R_EX_cpd11416_c0	0.360230	0.014490	0.020506
MGYG000003800__gradient_L5_pectin_gapseq	1214	1413	326	R_EX_cpd11416_c0	0.360230	0.014490	0.020542
MGYG000003800__gradient_L6_resistant_starch_gapseq	1214	1413	326	R_EX_cpd11416_c0	0.715482	0.014490	0.020686
MGYG000003800__gradient_L7_bglucan_gapseq	1214	1413	326	R_EX_cpd11416_c0	0.715482	0.014490	0.020629
MGYG000003800__gradient_L8_hmo_gapseq	1214	1413	326	R_EX_cpd11416_c0	0.715482	0.014490	0.020692
MGYG000003800__gradient_L9_mos_gapseq	1214	1413	326	R_EX_cpd11416_c0	0.753016	0.014490	0.020605
MGYG000003819__gradient_L0_base_gapseq	1171	1276	324	R_EX_cpd11416_c0	-0.000000	0.013478	0.006633
MGYG000003819__gradient_L1_inulin_gapseq	1171	1276	324	R_EX_cpd11416_c0	0.383179	0.013478	0.016946
MGYG000003819__gradient_L2_fos_gapseq	1171	1276	324	R_EX_cpd11416_c0	0.383179	0.013478	0.017039
MGYG000003819__gradient_L3_gos_gapseq	1171	1276	324	R_EX_cpd11416_c0	0.441385	0.013478	0.016854
MGYG000003819__gradient_L4_xos_gapseq	1171	1276	324	R_EX_cpd11416_c0	0.445213	0.013478	0.016905
MGYG000003819__gradient_L5_pectin_gapseq	1171	1276	324	R_EX_cpd11416_c0	0.445213	0.013478	0.016917
MGYG000003819__gradient_L6_resistant_starch_gapseq	1171	1276	324	R_EX_cpd11416_c0	0.906870	0.013478	0.016553
MGYG000003819__gradient_L7_bglucan_gapseq	1171	1276	324	R_EX_cpd11416_c0	0.906870	0.013478	0.016606
MGYG000003819__gradient_L8_hmo_gapseq	1171	1276	324	R_EX_cpd11416_c0	0.906870	0.013478	0.016592
MGYG000003819__gradient_L9_mos_gapseq	1171	1276	324	R_EX_cpd11416_c0	0.906870	0.013478	0.016517
MGYG000003826__gradient_L0_base_gapseq	1151	1214	256	R_EX_cpd11416_c0	-0.000000	0.012497	0.005998
MGYG000003826__gradient_L1_inulin_gapseq	1151	1214	256	R_EX_cpd11416_c0	-0.000000	0.012497	0.006022
MGYG000003826__gradient_L2_fos_gapseq	1151	1214	256	R_EX_cpd11416_c0	-0.000000	0.012497	0.006007
MGYG000003826__gradient_L3_gos_gapseq	1151	1214	256	R_EX_cpd11416_c0	0.980439	0.012497	0.015129
MGYG000003826__gradient_L4_xos_gapseq	1151	1214	256	R_EX_cpd11416_c0	0.980439	0.012497	0.015142
MGYG000003826__gradient_L5_pectin_gapseq	1151	1214	256	R_EX_cpd11416_c0	0.980439	0.012497	0.015147
MGYG000003826__gradient_L6_resistant_starch_gapseq	1151	1214	256	R_EX_cpd11416_c0	1.643811	0.012497	0.015296
MGYG000003826__gradient_L7_bglucan_gapseq	1151	1214	256	R_EX_cpd11416_c0	1.876653	0.012497	0.015338
MGYG000003826__gradient_L8_hmo_gapseq	1151	1214	256	R_EX_cpd11416_c0	1.876653	0.012497	0.015355
MGYG000003826__gradient_L9_mos_gapseq	1151	1214	256	R_EX_cpd11416_c0	1.876653	0.012497	0.015343
MGYG000003829__gradient_L0_base_gapseq	1201	1279	217	R_EX_cpd11416_c0	-0.000000	0.012933	0.006504
MGYG000003829__gradient_L1_inulin_gapseq	1201	1279	217	R_EX_cpd11416_c0	-0.000000	0.012933	0.006754
MGYG000003829__gradient_L2_fos_gapseq	1201	1279	217	R_EX_cpd11416_c0	-0.000000	0.012933	0.006764
MGYG000003829__gradient_L3_gos_gapseq	1201	1279	217	R_EX_cpd11416_c0	0.785799	0.012933	0.017318
MGYG000003829__gradient_L4_xos_gapseq	1201	1279	217	R_EX_cpd11416_c0	0.785799	0.012933	0.016817
MGYG000003829__gradient_L5_pectin_gapseq	1201	1279	217	R_EX_cpd11416_c0	0.785799	0.012933	0.016826
MGYG000003829__gradient_L6_resistant_starch_gapseq	1201	1279	217	R_EX_cpd11416_c0	1.411364	0.012933	0.017252
MGYG000003829__gradient_L7_bglucan_gapseq	1201	1279	217	R_EX_cpd11416_c0	1.411364	0.012933	0.017349
MGYG000003829__gradient_L8_hmo_gapseq	1201	1279	217	R_EX_cpd11416_c0	1.411364	0.012933	0.017297
MGYG000003829__gradient_L9_mos_gapseq	1201	1279	217	R_EX_cpd11416_c0	1.546955	0.012933	0.018072
MGYG000003834__gradient_L0_base_gapseq	1373	1557	397	R_EX_cpd11416_c0	0.762188	0.015105	0.021270
MGYG000003834__gradient_L1_inulin_gapseq	1373	1557	397	R_EX_cpd11416_c0	1.014387	0.015105	0.021840
