model_id	n_metabolites	n_reactions	n_genes	biomass_rxn	growth_rate	load_time_s	fba_time_s
MGYG000000418__gradient_L6_resistant_starch_gapseq	1242	1345	293	R_EX_cpd11416_c0	1.106924	0.012660	0.017900
MGYG000000418__gradient_L7_bglucan_gapseq	1242	1345	293	R_EX_cpd11416_c0	1.106924	0.012660	0.017988
MGYG000000418__gradient_L8_hmo_gapseq	1242	1345	293	R_EX_cpd11416_c0	1.106924	0.012660	0.017857
MGYG000000418__gradient_L9_mos_gapseq	1242	1345	293	R_EX_cpd11416_c0	1.198128	0.012660	0.018146
MGYG000000420__gradient_L0_base_gapseq	1259	1392	347	R_EX_cpd11416_c0	-0.000000	0.013109	0.006919
MGYG000000420__gradient_L1_inulin_gapseq	1259	1392	347	R_EX_cpd11416_c0	-0.000000	0.013109	0.007135
MGYG000000420__gradient_L2_fos_gapseq	1259	1392	347	R_EX_cpd11416_c0	-0.000000	0.013109	0.007092
MGYG000000420__gradient_L3_gos_gapseq	1259	1392	347	R_EX_cpd11416_c0	0.561476	0.013109	0.018923
MGYG000000420__gradient_L4_xos_gapseq	1259	1392	347	R_EX_cpd11416_c0	0.561476	0.013109	0.018681
MGYG000000420__gradient_L5_pectin_gapseq	1259	1392	347	R_EX_cpd11416_c0	0.561476	0.013109	0.018636
MGYG000000420__gradient_L6_resistant_starch_gapseq	1259	1392	347	R_EX_cpd11416_c0	1.036440	0.013109	0.018328
MGYG000000420__gradient_L7_bglucan_gapseq	1259	1392	347	R_EX_cpd11416_c0	1.036440	0.013109	0.018173
MGYG000000420__gradient_L8_hmo_gapseq	1259	1392	347	R_EX_cpd11416_c0	1.036440	0.013109	0.018300
MGYG000000420__gradient_L9_mos_gapseq	1259	1392	347	R_EX_cpd11416_c0	1.036440	0.013109	0.018317
MGYG000000422__gradient_L0_base_gapseq	1127	1222	208	R_EX_cpd11416_c0	-0.000000	0.011454	0.006358
MGYG000000422__gradient_L1_inulin_gapseq	1127	1222	208	R_EX_cpd11416_c0	0.308227	0.011454	0.015009
MGYG000000422__gradient_L2_fos_gapseq	1127	1222	208	R_EX_cpd11416_c0	0.308227	0.011454	0.015344
MGYG000000422__gradient_L3_gos_gapseq	1127	1222	208	R_EX_cpd11416_c0	0.308227	0.011454	0.015036
MGYG000000422__gradient_L4_xos_gapseq	1127	1222	208	R_EX_cpd11416_c0	0.323052	0.011454	0.015444
MGYG000000422__gradient_L5_pectin_gapseq	1127	1222	208	R_EX_cpd11416_c0	0.323052	0.011454	0.015278
MGYG000000422__gradient_L6_resistant_starch_gapseq	1127	1222	208	R_EX_cpd11416_c0	0.428007	0.011454	0.015352
MGYG000000422__gradient_L7_bglucan_gapseq	1127	1222	208	R_EX_cpd11416_c0	0.428007	0.011454	0.015172
MGYG000000422__gradient_L8_hmo_gapseq	1127	1222	208	R_EX_cpd11416_c0	0.428007	0.011454	0.015127
MGYG000000422__gradient_L9_mos_gapseq	1127	1222	208	R_EX_cpd11416_c0	0.532961	0.011454	0.015580
MGYG000000424__gradient_L0_base_gapseq	1189	1387	335	R_EX_cpd11416_c0	0.325740	0.012852	0.017271
MGYG000000424__gradient_L1_inulin_gapseq	1189	1387	335	R_EX_cpd11416_c0	0.545642	0.012852	0.017391
MGYG000000424__gradient_L2_fos_gapseq	1189	1387	335	R_EX_cpd11416_c0	0.545642	0.012852	0.017345
MGYG000000424__gradient_L3_gos_gapseq	1189	1387	335	R_EX_cpd11416_c0	0.720574	0.012852	0.017613
MGYG000000424__gradient_L4_xos_gapseq	1189	1387	335	R_EX_cpd11416_c0	0.720574	0.012852	0.017266
MGYG000000424__gradient_L5_pectin_gapseq	1189	1387	335	R_EX_cpd11416_c0	0.720574	0.012852	0.017276
MGYG000000424__gradient_L6_resistant_starch_gapseq	1189	1387	335	R_EX_cpd11416_c0	0.959965	0.012852	0.017127
MGYG000000424__gradient_L7_bglucan_gapseq	1189	1387	335	R_EX_cpd11416_c0	0.959965	0.012852	0.017049
MGYG000000424__gradient_L8_hmo_gapseq	1189	1387	335	R_EX_cpd11416_c0	0.959965	0.012852	0.017100
MGYG000000424__gradient_L9_mos_gapseq	1189	1387	335	R_EX_cpd11416_c0	0.959965	0.012852	0.017488
MGYG000000428__gradient_L0_base_gapseq	877	946	179	R_EX_cpd11416_c0	-0.000000	0.009090	0.004086
MGYG000000428__gradient_L1_inulin_gapseq	877	946	179	R_EX_cpd11416_c0	-0.000000	0.009090	0.004286
MGYG000000428__gradient_L2_fos_gapseq	877	946	179	R_EX_cpd11416_c0	-0.000000	0.009090	0.004210
MGYG000000428__gradient_L3_gos_gapseq	877	946	179	R_EX_cpd11416_c0	-0.000000	0.009090	0.004336
MGYG000000428__gradient_L4_xos_gapseq	877	946	179	R_EX_cpd11416_c0	-0.000000	0.009090	0.004310
MGYG000000428__gradient_L5_pectin_gapseq	877	946	179	R_EX_cpd11416_c0	-0.000000	0.009090	0.004310
MGYG000000428__gradient_L6_resistant_starch_gapseq	877	946	179	R_EX_cpd11416_c0	-0.000000	0.009090	0.004215
MGYG000000428__gradient_L7_bglucan_gapseq	877	946	179	R_EX_cpd11416_c0	-0.000000	0.009090	0.004215
MGYG000000428__gradient_L8_hmo_gapseq	877	946	179	R_EX_cpd11416_c0	-0.000000	0.009090	0.004239
MGYG000000428__gradient_L9_mos_gapseq	877	946	179	R_EX_cpd11416_c0	-0.000000	0.009090	0.004248
MGYG000000431__gradient_L0_base_gapseq	790	836	149	R_EX_cpd11416_c0	0.238274	0.008326	0.008759
MGYG000000431__gradient_L1_inulin_gapseq	790	836	149	R_EX_cpd11416_c0	0.313521	0.008326	0.008989
MGYG000000431__gradient_L2_fos_gapseq	790	836	149	R_EX_cpd11416_c0	0.313521	0.008326	0.008999
MGYG000000431__gradient_L3_gos_gapseq	790	836	149	R_EX_cpd11416_c0	0.313521	0.008326	0.008968
MGYG000000431__gradient_L4_xos_gapseq	790	836	149	R_EX_cpd11416_c0	0.313521	0.008326	0.008973
MGYG000000431__gradient_L5_pectin_gapseq	790	836	149	R_EX_cpd11416_c0	0.313521	0.008326	0.009008
MGYG000000431__gradient_L6_resistant_starch_gapseq	790	836	149	R_EX_cpd11416_c0	0.616862	0.008326	0.008944
MGYG000000431__gradient_L7_bglucan_gapseq	790	836	149	R_EX_cpd11416_c0	0.616862	0.008326	0.008835
MGYG000000431__gradient_L8_hmo_gapseq	790	836	149	R_EX_cpd11416_c0	0.616862	0.008326	0.008892
MGYG000000431__gradient_L9_mos_gapseq	790	836	149	R_EX_cpd11416_c0	0.654486	0.008326	0.008830
MGYG000000434__gradient_L0_base_gapseq	591	558	79	R_EX_cpd11416_c0	-0.000000	0.005812	0.001796
MGYG000000434__gradient_L1_inulin_gapseq	591	558	79	R_EX_cpd11416_c0	-0.000000	0.005812	0.001838
MGYG000000434__gradient_L2_fos_gapseq	591	558	79	R_EX_cpd11416_c0	-0.000000	0.005812	0.001741
MGYG000000434__gradient_L3_gos_gapseq	591	558	79	R_EX_cpd11416_c0	-0.000000	0.005812	0.001771
MGYG000000434__gradient_L4_xos_gapseq	591	558	79	R_EX_cpd11416_c0	-0.000000	0.005812	0.001723
MGYG000000434__gradient_L5_pectin_gapseq	591	558	79	R_EX_cpd11416_c0	-0.000000	0.005812	0.001631
MGYG000000434__gradient_L6_resistant_starch_gapseq	591	558	79	R_EX_cpd11416_c0	-0.000000	0.005812	0.001689
MGYG000000434__gradient_L7_bglucan_gapseq	591	558	79	R_EX_cpd11416_c0	-0.000000	0.005812	0.001685
MGYG000000434__gradient_L8_hmo_gapseq	591	558	79	R_EX_cpd11416_c0	-0.000000	0.005812	0.001666
MGYG000000434__gradient_L9_mos_gapseq	591	558	79	R_EX_cpd11416_c0	-0.000000	0.005812	0.001591
MGYG000000442__gradient_L0_base_gapseq	1390	1512	419	R_EX_cpd11416_c0	0.484874	0.014233	0.020077
MGYG000000442__gradient_L1_inulin_gapseq	1390	1512	419	R_EX_cpd11416_c0	0.484874	0.014233	0.020194
MGYG000000442__gradient_L2_fos_gapseq	1390	1512	419	R_EX_cpd11416_c0	0.484874	0.014233	0.020139
MGYG000000442__gradient_L3_gos_gapseq	1390	1512	419	R_EX_cpd11416_c0	0.561070	0.014233	0.019913
MGYG000000442__gradient_L4_xos_gapseq	1390	1512	419	R_EX_cpd11416_c0	0.561070	0.014233	0.020279
MGYG000000442__gradient_L5_pectin_gapseq	1390	1512	419	R_EX_cpd11416_c0	0.593396	0.014233	0.020411
MGYG000000442__gradient_L6_resistant_starch_gapseq	1390	1512	419	R_EX_cpd11416_c0	0.667283	0.014233	0.021003
MGYG000000442__gradient_L7_bglucan_gapseq	1390	1512	419	R_EX_cpd11416_c0	0.667283	0.014233	0.020876
MGYG000000442__gradient_L8_hmo_gapseq	1390	1512	419	R_EX_cpd11416_c0	0.667283	0.014233	0.021012
MGYG000000442__gradient_L9_mos_gapseq	1390	1512	419	R_EX_cpd11416_c0	0.667283	0.014233	0.020925
MGYG000000446__gradient_L0_base_gapseq	645	590	97	R_EX_cpd11416_c0	-0.000000	0.006413	0.002092
MGYG000000446__gradient_L1_inulin_gapseq	645	590	97	R_EX_cpd11416_c0	-0.000000	0.006413	0.002278
MGYG000000446__gradient_L2_fos_gapseq	645	590	97	R_EX_cpd11416_c0	-0.000000	0.006413	0.002212
MGYG000000446__gradient_L3_gos_gapseq	645	590	97	R_EX_cpd11416_c0	-0.000000	0.006413	0.002114
MGYG000000446__gradient_L4_xos_gapseq	645	590	97	R_EX_cpd11416_c0	-0.000000	0.006413	0.002111
MGYG000000446__gradient_L5_pectin_gapseq	645	590	97	R_EX_cpd11416_c0	-0.000000	0.006413	0.002077
MGYG000000446__gradient_L6_resistant_starch_gapseq	645	590	97	R_EX_cpd11416_c0	-0.000000	0.006413	0.002100
MGYG000000446__gradient_L7_bglucan_gapseq	645	590	97	R_EX_cpd11416_c0	-0.000000	0.006413	0.002036
MGYG000000446__gradient_L8_hmo_gapseq	645	590	97	R_EX_cpd11416_c0	-0.000000	0.006413	0.002070
MGYG000000446__gradient_L9_mos_gapseq	645	590	97	R_EX_cpd11416_c0	-0.000000	0.006413	0.002071
MGYG000000457__gradient_L0_base_gapseq	1225	1321	254	R_EX_cpd11416_c0	0.694756	0.012105	0.014856
MGYG000000457__gradient_L1_inulin_gapseq	1225	1321	254	R_EX_cpd11416_c0	0.694756	0.012105	0.014839
MGYG000000457__gradient_L2_fos_gapseq	1225	1321	254	R_EX_cpd11416_c0	0.694756	0.012105	0.014911
MGYG000000457__gradient_L3_gos_gapseq	1225	1321	254	R_EX_cpd11416_c0	1.020768	0.012105	0.015504
MGYG000000457__gradient_L4_xos_gapseq	1225	1321	254	R_EX_cpd11416_c0	1.020846	0.012105	0.015753
MGYG000000457__gradient_L5_pectin_gapseq	1225	1321	254	R_EX_cpd11416_c0	1.020846	0.012105	0.015425
MGYG000000457__gradient_L6_resistant_starch_gapseq	1225	1321	254	R_EX_cpd11416_c0	1.020846	0.012105	0.015258
MGYG000000457__gradient_L7_bglucan_gapseq	1225	1321	254	R_EX_cpd11416_c0	1.020846	0.012105	0.015354
MGYG000000457__gradient_L8_hmo_gapseq	1225	1321	254	R_EX_cpd11416_c0	1.020846	0.012105	0.015419
MGYG000000457__gradient_L9_mos_gapseq	1225	1321	254	R_EX_cpd11416_c0	1.020846	0.012105	0.015526
MGYG000000459__gradient_L0_base_gapseq	550	523	65	R_EX_cpd11416_c0	-0.000000	0.005414	0.001793
MGYG000000459__gradient_L1_inulin_gapseq	550	523	65	R_EX_cpd11416_c0	-0.000000	0.005414	0.001952
MGYG000000459__gradient_L2_fos_gapseq	550	523	65	R_EX_cpd11416_c0	-0.000000	0.005414	0.001929
MGYG000000459__gradient_L3_gos_gapseq	550	523	65	R_EX_cpd11416_c0	-0.000000	0.005414	0.001877
MGYG000000459__gradient_L4_xos_gapseq	550	523	65	R_EX_cpd11416_c0	-0.000000	0.005414	0.001814
MGYG000000459__gradient_L5_pectin_gapseq	550	523	65	R_EX_cpd11416_c0	-0.000000	0.005414	0.001794
MGYG000000459__gradient_L6_resistant_starch_gapseq	550	523	65	R_EX_cpd11416_c0	-0.000000	0.005414	0.001778
MGYG000000459__gradient_L7_bglucan_gapseq	550	523	65	R_EX_cpd11416_c0	-0.000000	0.005414	0.001840
MGYG000000459__gradient_L8_hmo_gapseq	550	523	65	R_EX_cpd11416_c0	-0.000000	0.005414	0.001760
MGYG000000459__gradient_L9_mos_gapseq	550	523	65	R_EX_cpd11416_c0	-0.000000	0.005414	0.001765
MGYG000000463__gradient_L0_base_gapseq	957	1049	192	R_EX_cpd11416_c0	-0.000000	0.009437	0.004739
MGYG000000463__gradient_L1_inulin_gapseq	957	1049	192	R_EX_cpd11416_c0	-0.000000	0.009437	0.004701
MGYG000000463__gradient_L2_fos_gapseq	957	1049	192	R_EX_cpd11416_c0	-0.000000	0.009437	0.004762
MGYG000000463__gradient_L3_gos_gapseq	957	1049	192	R_EX_cpd11416_c0	0.656121	0.009437	0.012203
MGYG000000463__gradient_L4_xos_gapseq	957	1049	192	R_EX_cpd11416_c0	0.656121	0.009437	0.012141
MGYG000000463__gradient_L5_pectin_gapseq	957	1049	192	R_EX_cpd11416_c0	0.720448	0.009437	0.011957
MGYG000000463__gradient_L6_resistant_starch_gapseq	957	1049	192	R_EX_cpd11416_c0	1.020846	0.009437	0.012032
MGYG000000463__gradient_L7_bglucan_gapseq	957	1049	192	R_EX_cpd11416_c0	1.020846	0.009437	0.011712
MGYG000000463__gradient_L8_hmo_gapseq	957	1049	192	R_EX_cpd11416_c0	1.020846	0.009437	0.011739
MGYG000000463__gradient_L9_mos_gapseq	957	1049	192	R_EX_cpd11416_c0	1.020846	0.009437	0.011707
MGYG000000473__gradient_L0_base_gapseq	872	918	173	R_EX_cpd11416_c0	-0.000000	0.008938	0.003773
MGYG000000473__gradient_L1_inulin_gapseq	872	918	173	R_EX_cpd11416_c0	-0.000000	0.008938	0.003763
MGYG000000473__gradient_L2_fos_gapseq	872	918	173	R_EX_cpd11416_c0	-0.000000	0.008938	0.003727
MGYG000000473__gradient_L3_gos_gapseq	872	918	173	R_EX_cpd11416_c0	-0.000000	0.008938	0.003755
MGYG000000473__gradient_L4_xos_gapseq	872	918	173	R_EX_cpd11416_c0	-0.000000	0.008938	0.003754
MGYG000000473__gradient_L5_pectin_gapseq	872	918	173	R_EX_cpd11416_c0	-0.000000	0.008938	0.003660
MGYG000000473__gradient_L6_resistant_starch_gapseq	872	918	173	R_EX_cpd11416_c0	-0.000000	0.008938	0.003768
MGYG000000473__gradient_L7_bglucan_gapseq	872	918	173	R_EX_cpd11416_c0	-0.000000	0.008938	0.003787
MGYG000000473__gradient_L8_hmo_gapseq	872	918	173	R_EX_cpd11416_c0	-0.000000	0.008938	0.003823
MGYG000000473__gradient_L9_mos_gapseq	872	918	173	R_EX_cpd11416_c0	-0.000000	0.008938	0.003771
MGYG000000474__gradient_L0_base_gapseq	1005	1004	217	R_EX_cpd11416_c0	-0.000000	0.009699	0.003946
MGYG000000474__gradient_L1_inulin_gapseq	1005	1004	217	R_EX_cpd11416_c0	0.060809	0.009699	0.009819
MGYG000000474__gradient_L2_fos_gapseq	1005	1004	217	R_EX_cpd11416_c0	0.060809	0.009699	0.009753
MGYG000000474__gradient_L3_gos_gapseq	1005	1004	217	R_EX_cpd11416_c0	0.060809	0.009699	0.009849
MGYG000000474__gradient_L4_xos_gapseq	1005	1004	217	R_EX_cpd11416_c0	0.060809	0.009699	0.009879
MGYG000000474__gradient_L5_pectin_gapseq	1005	1004	217	R_EX_cpd11416_c0	0.060809	0.009699	0.009815
MGYG000000474__gradient_L6_resistant_starch_gapseq	1005	1004	217	R_EX_cpd11416_c0	0.060809	0.009699	0.009898
MGYG000000474__gradient_L7_bglucan_gapseq	1005	1004	217	R_EX_cpd11416_c0	0.060809	0.009699	0.010026
MGYG000000474__gradient_L8_hmo_gapseq	1005	1004	217	R_EX_cpd11416_c0	0.060809	0.009699	0.009875
MGYG000000474__gradient_L9_mos_gapseq	1005	1004	217	R_EX_cpd11416_c0	0.060809	0.009699	0.009912
MGYG000000480__gradient_L0_base_gapseq	1156	1262	257	R_EX_cpd11416_c0	-0.000000	0.012131	0.006573
MGYG000000480__gradient_L1_inulin_gapseq	1156	1262	257	R_EX_cpd11416_c0	-0.000000	0.012131	0.006681
MGYG000000480__gradient_L2_fos_gapseq	1156	1262	257	R_EX_cpd11416_c0	-0.000000	0.012131	0.006640
MGYG000000480__gradient_L3_gos_gapseq	1156	1262	257	R_EX_cpd11416_c0	0.368453	0.012131	0.016038
MGYG000000480__gradient_L4_xos_gapseq	1156	1262	257	R_EX_cpd11416_c0	0.368453	0.012131	0.015981
MGYG000000480__gradient_L5_pectin_gapseq	1156	1262	257	R_EX_cpd11416_c0	0.368453	0.012131	0.015946
MGYG000000480__gradient_L6_resistant_starch_gapseq	1156	1262	257	R_EX_cpd11416_c0	0.457777	0.012131	0.016412
MGYG000000480__gradient_L7_bglucan_gapseq	1156	1262	257	R_EX_cpd11416_c0	0.457777	0.012131	0.016593
MGYG000000480__gradient_L8_hmo_gapseq	1156	1262	257	R_EX_cpd11416_c0	0.457777	0.012131	0.016414
MGYG000000480__gradient_L9_mos_gapseq	1156	1262	257	R_EX_cpd11416_c0	0.538727	0.012131	0.016547
MGYG000000483__gradient_L0_base_gapseq	813	868	171	R_EX_cpd11416_c0	-0.000000	0.008178	0.003922
MGYG000000483__gradient_L1_inulin_gapseq	813	868	171	R_EX_cpd11416_c0	-0.000000	0.008178	0.003932
MGYG000000483__gradient_L2_fos_gapseq	813	868	171	R_EX_cpd11416_c0	-0.000000	0.008178	0.003825
MGYG000000483__gradient_L3_gos_gapseq	813	868	171	R_EX_cpd11416_c0	-0.000000	0.008178	0.003876
MGYG000000483__gradient_L4_xos_gapseq	813	868	171	R_EX_cpd11416_c0	-0.000000	0.008178	0.003866
MGYG000000483__gradient_L5_pectin_gapseq	813	868	171	R_EX_cpd11416_c0	-0.000000	0.008178	0.003906
MGYG000000483__gradient_L6_resistant_starch_gapseq	813	868	171	R_EX_cpd11416_c0	-0.000000	0.008178	0.003973
MGYG000000483__gradient_L7_bglucan_gapseq	813	868	171	R_EX_cpd11416_c0	-0.000000	0.008178	0.003958
MGYG000000483__gradient_L8_hmo_gapseq	813	868	171	R_EX_cpd11416_c0	-0.000000	0.008178	0.003922
MGYG000000483__gradient_L9_mos_gapseq	813	868	171	R_EX_cpd11416_c0	-0.000000	0.008178	0.003945
MGYG000000484__gradient_L0_base_gapseq	1472	1666	353	R_EX_cpd11416_c0	-0.000000	0.015215	0.009078
MGYG000000484__gradient_L1_inulin_gapseq	1472	1666	353	R_EX_cpd11416_c0	-0.000000	0.015215	0.009023
MGYG000000484__gradient_L2_fos_gapseq	1472	1666	353	R_EX_cpd11416_c0	-0.000000	0.015215	0.009212
MGYG000000484__gradient_L3_gos_gapseq	1472	1666	353	R_EX_cpd11416_c0	0.769897	0.015215	0.025024
MGYG000000484__gradient_L4_xos_gapseq	1472	1666	353	R_EX_cpd11416_c0	0.769897	0.015215	0.024961
MGYG000000484__gradient_L5_pectin_gapseq	1472	1666	353	R_EX_cpd11416_c0	0.769897	0.015215	0.025055
MGYG000000484__gradient_L6_resistant_starch_gapseq	1472	1666	353	R_EX_cpd11416_c0	1.351105	0.015215	0.023903
MGYG000000484__gradient_L7_bglucan_gapseq	1472	1666	353	R_EX_cpd11416_c0	1.554100	0.015215	0.022920
MGYG000000484__gradient_L8_hmo_gapseq	1472	1666	353	R_EX_cpd11416_c0	1.554100	0.015215	0.022888
MGYG000000484__gradient_L9_mos_gapseq	1472	1666	353	R_EX_cpd11416_c0	1.658872	0.015215	0.024506
MGYG000000485__gradient_L0_base_gapseq	1050	1099	205	R_EX_cpd11416_c0	-0.000000	0.011005	0.004630
MGYG000000485__gradient_L1_inulin_gapseq	1050	1099	205	R_EX_cpd11416_c0	-0.000000	0.011005	0.004554
MGYG000000485__gradient_L2_fos_gapseq	1050	1099	205	R_EX_cpd11416_c0	-0.000000	0.011005	0.004541
MGYG000000485__gradient_L3_gos_gapseq	1050	1099	205	R_EX_cpd11416_c0	-0.000000	0.011005	0.005280
MGYG000000485__gradient_L4_xos_gapseq	1050	1099	205	R_EX_cpd11416_c0	-0.000000	0.011005	0.005219
MGYG000000485__gradient_L5_pectin_gapseq	1050	1099	205	R_EX_cpd11416_c0	-0.000000	0.011005	0.005211
MGYG000000485__gradient_L6_resistant_starch_gapseq	1050	1099	205	R_EX_cpd11416_c0	-0.000000	0.011005	0.005412
MGYG000000485__gradient_L7_bglucan_gapseq	1050	1099	205	R_EX_cpd11416_c0	-0.000000	0.011005	0.005347
MGYG000000485__gradient_L8_hmo_gapseq	1050	1099	205	R_EX_cpd11416_c0	-0.000000	0.011005	0.005407
MGYG000000485__gradient_L9_mos_gapseq	1050	1099	205	R_EX_cpd11416_c0	-0.000000	0.011005	0.005581
MGYG000000486__gradient_L0_base_gapseq	1347	1472	379	R_EX_cpd11416_c0	0.330951	0.014182	0.021770
MGYG000000486__gradient_L1_inulin_gapseq	1347	1472	379	R_EX_cpd11416_c0	0.504152	0.014182	0.021082
MGYG000000486__gradient_L2_fos_gapseq	1347	1472	379	R_EX_cpd11416_c0	0.504152	0.014182	0.021189
MGYG000000486__gradient_L3_gos_gapseq	1347	1472	379	R_EX_cpd11416_c0	0.504152	0.014182	0.021193
MGYG000000486__gradient_L4_xos_gapseq	1347	1472	379	R_EX_cpd11416_c0	0.504152	0.014182	0.021139
MGYG000000486__gradient_L5_pectin_gapseq	1347	1472	379	R_EX_cpd11416_c0	0.504152	0.014182	0.021111
MGYG000000486__gradient_L6_resistant_starch_gapseq	1347	1472	379	R_EX_cpd11416_c0	0.504152	0.014182	0.021133
MGYG000000486__gradient_L7_bglucan_gapseq	1347	1472	379	R_EX_cpd11416_c0	0.504152	0.014182	0.021161
MGYG000000486__gradient_L8_hmo_gapseq	1347	1472	379	R_EX_cpd11416_c0	0.504152	0.014182	0.021148
MGYG000000486__gradient_L9_mos_gapseq	1347	1472	379	R_EX_cpd11416_c0	0.504152	0.014182	0.021290
MGYG000000490__gradient_L0_base_gapseq	1025	1096	236	R_EX_cpd11416_c0	-0.000000	0.010932	0.005085
MGYG000000490__gradient_L1_inulin_gapseq	1025	1096	236	R_EX_cpd11416_c0	-0.000000	0.010932	0.005040
MGYG000000490__gradient_L2_fos_gapseq	1025	1096	236	R_EX_cpd11416_c0	-0.000000	0.010932	0.005066
MGYG000000490__gradient_L3_gos_gapseq	1025	1096	236	R_EX_cpd11416_c0	0.439946	0.010932	0.012480
MGYG000000490__gradient_L4_xos_gapseq	1025	1096	236	R_EX_cpd11416_c0	0.439946	0.010932	0.012497
MGYG000000490__gradient_L5_pectin_gapseq	1025	1096	236	R_EX_cpd11416_c0	0.439946	0.010932	0.012370
MGYG000000490__gradient_L6_resistant_starch_gapseq	1025	1096	236	R_EX_cpd11416_c0	1.020846	0.010932	0.012098
MGYG000000490__gradient_L7_bglucan_gapseq	1025	1096	236	R_EX_cpd11416_c0	1.020849	0.010932	0.012731
MGYG000000490__gradient_L8_hmo_gapseq	1025	1096	236	R_EX_cpd11416_c0	1.020849	0.010932	0.012724
MGYG000000490__gradient_L9_mos_gapseq	1025	1096	236	R_EX_cpd11416_c0	1.020854	0.010932	0.012441
MGYG000000491__gradient_L0_base_gapseq	1157	1243	224	R_EX_cpd11416_c0	-0.000000	0.012136	0.006420
MGYG000000491__gradient_L1_inulin_gapseq	1157	1243	224	R_EX_cpd11416_c0	0.279427	0.012136	0.015320
MGYG000000491__gradient_L2_fos_gapseq	1157	1243	224	R_EX_cpd11416_c0	0.279427	0.012136	0.015243
MGYG000000491__gradient_L3_gos_gapseq	1157	1243	224	R_EX_cpd11416_c0	0.279427	0.012136	0.015218
MGYG000000491__gradient_L4_xos_gapseq	1157	1243	224	R_EX_cpd11416_c0	0.279427	0.012136	0.015313
MGYG000000491__gradient_L5_pectin_gapseq	1157	1243	224	R_EX_cpd11416_c0	0.279427	0.012136	0.015281
MGYG000000491__gradient_L6_resistant_starch_gapseq	1157	1243	224	R_EX_cpd11416_c0	0.591477	0.012136	0.015032
MGYG000000491__gradient_L7_bglucan_gapseq	1157	1243	224	R_EX_cpd11416_c0	0.591477	0.012136	0.014977
MGYG000000491__gradient_L8_hmo_gapseq	1157	1243	224	R_EX_cpd11416_c0	0.591477	0.012136	0.014962
MGYG000000491__gradient_L9_mos_gapseq	1157	1243	224	R_EX_cpd11416_c0	0.656120	0.012136	0.015793
MGYG000000495__gradient_L0_base_gapseq	1114	1209	276	R_EX_cpd11416_c0	-0.000000	0.011289	0.006252
MGYG000000495__gradient_L1_inulin_gapseq	1114	1209	276	R_EX_cpd11416_c0	-0.000000	0.011289	0.006206
MGYG000000495__gradient_L2_fos_gapseq	1114	1209	276	R_EX_cpd11416_c0	-0.000000	0.011289	0.006249
MGYG000000495__gradient_L3_gos_gapseq	1114	1209	276	R_EX_cpd11416_c0	0.630488	0.011289	0.015249
MGYG000000495__gradient_L4_xos_gapseq	1114	1209	276	R_EX_cpd11416_c0	0.630488	0.011289	0.015286
MGYG000000495__gradient_L5_pectin_gapseq	1114	1209	276	R_EX_cpd11416_c0	0.630488	0.011289	0.015307
MGYG000000495__gradient_L6_resistant_starch_gapseq	1114	1209	276	R_EX_cpd11416_c0	1.355657	0.011289	0.015110
MGYG000000495__gradient_L7_bglucan_gapseq	1114	1209	276	R_EX_cpd11416_c0	1.608225	0.011289	0.015130
MGYG000000495__gradient_L8_hmo_gapseq	1114	1209	276	R_EX_cpd11416_c0	1.608225	0.011289	0.015094
MGYG000000495__gradient_L9_mos_gapseq	1114	1209	276	R_EX_cpd11416_c0	1.608225	0.011289	0.015116
MGYG000000496__gradient_L0_base_gapseq	664	633	98	R_EX_cpd11416_c0	-0.000000	0.006173	0.002240
MGYG000000496__gradient_L1_inulin_gapseq	664	633	98	R_EX_cpd11416_c0	-0.000000	0.006173	0.002377
MGYG000000496__gradient_L2_fos_gapseq	664	633	98	R_EX_cpd11416_c0	-0.000000	0.006173	0.002334
MGYG000000496__gradient_L3_gos_gapseq	664	633	98	R_EX_cpd11416_c0	-0.000000	0.006173	0.002237
MGYG000000496__gradient_L4_xos_gapseq	664	633	98	R_EX_cpd11416_c0	-0.000000	0.006173	0.002202
MGYG000000496__gradient_L5_pectin_gapseq	664	633	98	R_EX_cpd11416_c0	-0.000000	0.006173	0.002209
MGYG000000496__gradient_L6_resistant_starch_gapseq	664	633	98	R_EX_cpd11416_c0	-0.000000	0.006173	0.002228
MGYG000000496__gradient_L7_bglucan_gapseq	664	633	98	R_EX_cpd11416_c0	-0.000000	0.006173	0.002152
MGYG000000496__gradient_L8_hmo_gapseq	664	633	98	R_EX_cpd11416_c0	-0.000000	0.006173	0.002145
MGYG000000496__gradient_L9_mos_gapseq	664	633	98	R_EX_cpd11416_c0	-0.000000	0.006173	0.002222
MGYG000000502__gradient_L0_base_gapseq	1391	1526	341	R_EX_cpd11416_c0	-0.000000	0.014211	0.008842
MGYG000000502__gradient_L1_inulin_gapseq	1391	1526	341	R_EX_cpd11416_c0	-0.000000	0.014211	0.008777
MGYG000000502__gradient_L2_fos_gapseq	1391	1526	341	R_EX_cpd11416_c0	-0.000000	0.014211	0.008881
MGYG000000502__gradient_L3_gos_gapseq	1391	1526	341	R_EX_cpd11416_c0	-0.000000	0.014211	0.009056
MGYG000000502__gradient_L4_xos_gapseq	1391	1526	341	R_EX_cpd11416_c0	2.089865	0.014211	0.022958
MGYG000000502__gradient_L5_pectin_gapseq	1391	1526	341	R_EX_cpd11416_c0	2.089865	0.014211	0.022953
