model_id	n_metabolites	n_reactions	n_genes	biomass_rxn	growth_rate	load_time_s	pfba_time_s
MGYG000000090__gradient_L5_pectin_gapseq	1402	1501	354	bio1	0.618093	1.290478	5.600257
MGYG000000090__gradient_L6_resistant_starch_gapseq	1402	1501	354	bio1	1.098616	1.348839	5.400417
MGYG000000090__gradient_L7_bglucan_gapseq	1402	1501	354	bio1	1.098616	1.437717	5.425977
MGYG000000090__gradient_L8_hmo_gapseq	1402	1501	354	bio1	1.098616	1.415853	5.426343
MGYG000000090__gradient_L9_mos_gapseq	1402	1501	354	bio1	1.098616	1.325412	5.530735
MGYG000000092__gradient_L0_base_gapseq	1395	1626	469	bio1	0.000000	1.326716	0.082763
MGYG000000092__gradient_L1_inulin_gapseq	1395	1626	469	bio1	0.000000	1.442518	0.071895
MGYG000000092__gradient_L2_fos_gapseq	1395	1626	469	bio1	0.000000	1.315179	0.076982
MGYG000000092__gradient_L3_gos_gapseq	1395	1626	469	bio1	0.000000	1.491805	0.076590
MGYG000000092__gradient_L4_xos_gapseq	1395	1626	469	bio1	1.389448	1.344441	6.584082
MGYG000000092__gradient_L5_pectin_gapseq	1395	1626	469	bio1	1.389448	1.304399	6.490367
MGYG000000092__gradient_L6_resistant_starch_gapseq	1395	1626	469	bio1	1.989884	1.388620	6.427343
MGYG000000092__gradient_L7_bglucan_gapseq	1395	1626	469	bio1	2.191475	1.483565	6.374246
MGYG000000092__gradient_L8_hmo_gapseq	1395	1626	469	bio1	2.334539	1.441904	6.428375
MGYG000000092__gradient_L9_mos_gapseq	1395	1626	469	bio1	2.334539	1.397230	6.413158
MGYG000000094__gradient_L0_base_gapseq	1183	1312	323	bio1	0.527941	1.048812	4.240561
MGYG000000094__gradient_L1_inulin_gapseq	1183	1312	323	bio1	0.754206	1.125626	4.192919
MGYG000000094__gradient_L2_fos_gapseq	1183	1312	323	bio1	0.754206	1.076698	4.287912
MGYG000000094__gradient_L3_gos_gapseq	1183	1312	323	bio1	0.980470	1.058610	4.170905
MGYG000000094__gradient_L4_xos_gapseq	1183	1312	323	bio1	0.980470	1.138796	4.219196
MGYG000000094__gradient_L5_pectin_gapseq	1183	1312	323	bio1	0.980470	1.068320	4.307665
MGYG000000094__gradient_L6_resistant_starch_gapseq	1183	1312	323	bio1	1.450662	1.052032	4.185110
MGYG000000094__gradient_L7_bglucan_gapseq	1183	1312	323	bio1	1.450662	1.133948	4.199951
MGYG000000094__gradient_L8_hmo_gapseq	1183	1312	323	bio1	1.450662	1.058747	4.322779
MGYG000000094__gradient_L9_mos_gapseq	1183	1312	323	bio1	1.560666	1.068640	4.256307
MGYG000000097__gradient_L0_base_gapseq	1427	1685	357	bio1	0.749553	1.425907	6.543187
MGYG000000097__gradient_L1_inulin_gapseq	1427	1685	357	bio1	0.971770	1.324486	6.663091
MGYG000000097__gradient_L2_fos_gapseq	1427	1685	357	bio1	0.971770	1.378690	6.673518
MGYG000000097__gradient_L3_gos_gapseq	1427	1685	357	bio1	1.207773	1.335736	6.726436
MGYG000000097__gradient_L4_xos_gapseq	1427	1685	357	bio1	1.249421	1.361898	6.619931
MGYG000000097__gradient_L5_pectin_gapseq	1427	1685	357	bio1	1.249421	1.443730	6.624938
MGYG000000097__gradient_L6_resistant_starch_gapseq	1427	1685	357	bio1	1.751507	1.636910	6.590987
MGYG000000097__gradient_L7_bglucan_gapseq	1427	1685	357	bio1	1.908314	1.442304	6.561731
MGYG000000097__gradient_L8_hmo_gapseq	1427	1685	357	bio1	1.908314	1.336561	6.759574
MGYG000000097__gradient_L9_mos_gapseq	1427	1685	357	bio1	2.018498	1.352450	6.585774
MGYG000000098__gradient_L0_base_gapseq	1513	1824	505	bio1	0.000000	1.490916	0.098475
MGYG000000098__gradient_L1_inulin_gapseq	1513	1824	505	bio1	0.000000	1.581246	0.109233
MGYG000000098__gradient_L2_fos_gapseq	1513	1824	505	bio1	0.000000	1.456268	0.105227
MGYG000000098__gradient_L3_gos_gapseq	1513	1824	505	bio1	1.019061	1.595147	7.838127
MGYG000000098__gradient_L4_xos_gapseq	1513	1824	505	bio1	1.026144	1.600208	7.903258
MGYG000000098__gradient_L5_pectin_gapseq	1513	1824	505	bio1	1.068938	1.654597	8.084446
MGYG000000098__gradient_L6_resistant_starch_gapseq	1513	1824	505	bio1	1.662585	1.623454	7.861150
MGYG000000098__gradient_L7_bglucan_gapseq	1513	1824	505	bio1	1.864894	1.609342	7.889246
MGYG000000098__gradient_L8_hmo_gapseq	1513	1824	505	bio1	1.864894	1.572127	7.842351
MGYG000000098__gradient_L9_mos_gapseq	1513	1824	505	bio1	1.995340	1.604629	7.809191
MGYG000000103__gradient_L0_base_gapseq	1471	1640	651	bio1	0.000000	1.446172	0.088862
MGYG000000103__gradient_L1_inulin_gapseq	1471	1640	651	bio1	0.000000	1.512346	0.094754
MGYG000000103__gradient_L2_fos_gapseq	1471	1640	651	bio1	0.000000	1.410828	0.187866
MGYG000000103__gradient_L3_gos_gapseq	1471	1640	651	bio1	0.000000	1.429109	0.084897
MGYG000000103__gradient_L4_xos_gapseq	1471	1640	651	bio1	0.000000	1.509607	0.091113
MGYG000000103__gradient_L5_pectin_gapseq	1471	1640	651	bio1	0.000000	1.419407	0.082417
MGYG000000103__gradient_L6_resistant_starch_gapseq	1471	1640	651	bio1	0.000000	1.586325	0.085428
MGYG000000103__gradient_L7_bglucan_gapseq	1471	1640	651	bio1	0.000000	1.428653	0.211747
MGYG000000103__gradient_L8_hmo_gapseq	1471	1640	651	bio1	0.000000	1.431238	0.086465
MGYG000000103__gradient_L9_mos_gapseq	1471	1640	651	bio1	0.000000	1.560862	0.090606
MGYG000000108	0	0	0	NONE	0.000000	0.000000	0.000000
MGYG000000111__gradient_L0_base_gapseq	1538	1852	469	bio1	0.000000	1.623108	0.090467
MGYG000000111__gradient_L1_inulin_gapseq	1538	1852	469	bio1	0.000000	1.490847	0.093131
MGYG000000111__gradient_L2_fos_gapseq	1538	1852	469	bio1	0.000000	1.595283	0.092781
MGYG000000111__gradient_L3_gos_gapseq	1538	1852	469	bio1	0.000000	1.478334	0.094346
MGYG000000111__gradient_L4_xos_gapseq	1538	1852	469	bio1	0.000000	1.623082	0.101600
MGYG000000111__gradient_L5_pectin_gapseq	1538	1852	469	bio1	0.000000	1.596850	0.094499
MGYG000000111__gradient_L6_resistant_starch_gapseq	1538	1852	469	bio1	2.295770	1.476611	8.376506
MGYG000000111__gradient_L7_bglucan_gapseq	1538	1852	469	bio1	2.502148	1.626518	8.159863
MGYG000000111__gradient_L8_hmo_gapseq	1538	1852	469	bio1	2.502148	1.494059	8.170369
MGYG000000111__gradient_L9_mos_gapseq	1538	1852	469	bio1	2.635236	1.471033	7.987276
MGYG000000113__gradient_L0_base_gapseq	1504	1778	416	bio1	0.739542	1.448443	7.811853
MGYG000000113__gradient_L1_inulin_gapseq	1504	1778	416	bio1	0.967097	1.478876	7.798715
MGYG000000113__gradient_L2_fos_gapseq	1504	1778	416	bio1	0.967097	1.464976	7.498061
MGYG000000113__gradient_L3_gos_gapseq	1504	1778	416	bio1	1.190904	1.593713	7.574600
MGYG000000113__gradient_L4_xos_gapseq	1504	1778	416	bio1	1.190904	1.541589	7.496621
MGYG000000113__gradient_L5_pectin_gapseq	1504	1778	416	bio1	1.190904	1.561061	7.506485
MGYG000000113__gradient_L6_resistant_starch_gapseq	1504	1778	416	bio1	1.667734	1.538799	7.522990
MGYG000000113__gradient_L7_bglucan_gapseq	1504	1778	416	bio1	1.667734	1.547094	7.677145
MGYG000000113__gradient_L8_hmo_gapseq	1504	1778	416	bio1	1.667734	1.611159	7.513220
MGYG000000113__gradient_L9_mos_gapseq	1504	1778	416	bio1	1.779383	1.448669	7.588897
MGYG000000115__gradient_L0_base_gapseq	1542	1714	465	bio1	0.611185	1.586382	7.085605
MGYG000000115__gradient_L1_inulin_gapseq	1542	1714	465	bio1	0.806768	1.567962	6.973312
MGYG000000115__gradient_L2_fos_gapseq	1542	1714	465	bio1	0.806768	1.437316	7.133601
MGYG000000115__gradient_L3_gos_gapseq	1542	1714	465	bio1	1.149979	1.467221	7.039054
MGYG000000115__gradient_L4_xos_gapseq	1542	1714	465	bio1	1.227968	1.463040	6.975557
MGYG000000115__gradient_L5_pectin_gapseq	1542	1714	465	bio1	1.227968	1.466524	6.896926
MGYG000000115__gradient_L6_resistant_starch_gapseq	1542	1714	465	bio1	1.367527	1.531915	6.983783
MGYG000000115__gradient_L7_bglucan_gapseq	1542	1714	465	bio1	1.367527	1.578324	7.015443
MGYG000000115__gradient_L8_hmo_gapseq	1542	1714	465	bio1	1.367527	1.536612	6.985647
MGYG000000115__gradient_L9_mos_gapseq	1542	1714	465	bio1	1.498876	1.578968	6.925137
MGYG000000118__gradient_L0_base_gapseq	1489	1660	464	bio1	0.000000	1.545706	0.078206
MGYG000000118__gradient_L1_inulin_gapseq	1489	1660	464	bio1	0.000000	1.473984	0.079054
MGYG000000118__gradient_L2_fos_gapseq	1489	1660	464	bio1	0.000000	1.393621	0.081777
MGYG000000118__gradient_L3_gos_gapseq	1489	1660	464	bio1	0.000000	1.485818	0.077510
MGYG000000118__gradient_L4_xos_gapseq	1489	1660	464	bio1	0.597227	1.382184	6.894697
MGYG000000118__gradient_L5_pectin_gapseq	1489	1660	464	bio1	0.597227	1.383206	6.694405
MGYG000000118__gradient_L6_resistant_starch_gapseq	1489	1660	464	bio1	1.042471	1.464572	6.639865
MGYG000000118__gradient_L7_bglucan_gapseq	1489	1660	464	bio1	1.042471	1.514106	6.662223
MGYG000000118__gradient_L8_hmo_gapseq	1489	1660	464	bio1	1.042471	1.497018	6.669605
MGYG000000118__gradient_L9_mos_gapseq	1489	1660	464	bio1	1.042471	1.496480	6.725282
MGYG000000120__gradient_L0_base_gapseq	1244	1363	308	bio1	0.409720	1.222906	4.653157
MGYG000000120__gradient_L1_inulin_gapseq	1244	1363	308	bio1	0.409720	1.192574	4.675368
MGYG000000120__gradient_L2_fos_gapseq	1244	1363	308	bio1	0.409720	1.128502	4.747708
MGYG000000120__gradient_L3_gos_gapseq	1244	1363	308	bio1	0.409720	1.121255	4.682323
MGYG000000120__gradient_L4_xos_gapseq	1244	1363	308	bio1	0.409720	1.203744	4.724591
MGYG000000120__gradient_L5_pectin_gapseq	1244	1363	308	bio1	0.409720	1.128790	4.846267
MGYG000000120__gradient_L6_resistant_starch_gapseq	1244	1363	308	bio1	0.409720	1.108593	4.676294
MGYG000000120__gradient_L7_bglucan_gapseq	1244	1363	308	bio1	0.409720	1.228400	4.670780
MGYG000000120__gradient_L8_hmo_gapseq	1244	1363	308	bio1	0.409720	1.117588	4.736085
MGYG000000120__gradient_L9_mos_gapseq	1244	1363	308	bio1	0.409720	1.114437	4.627303
MGYG000000121__gradient_L0_base_gapseq	1520	1722	556	bio1	1.446915	1.448808	6.850368
MGYG000000121__gradient_L1_inulin_gapseq	1520	1722	556	bio1	1.596251	1.510406	6.916647
MGYG000000121__gradient_L2_fos_gapseq	1520	1722	556	bio1	1.596251	1.503364	6.976845
MGYG000000121__gradient_L3_gos_gapseq	1520	1722	556	bio1	1.596251	1.544530	7.022805
MGYG000000121__gradient_L4_xos_gapseq	1520	1722	556	bio1	1.733393	1.573581	6.913990
MGYG000000121__gradient_L5_pectin_gapseq	1520	1722	556	bio1	1.733393	1.527349	6.927267
MGYG000000121__gradient_L6_resistant_starch_gapseq	1520	1722	556	bio1	2.407816	1.471388	7.064809
MGYG000000121__gradient_L7_bglucan_gapseq	1520	1722	556	bio1	2.633912	1.433917	7.031105
MGYG000000121__gradient_L8_hmo_gapseq	1520	1722	556	bio1	2.633912	1.422746	7.169310
MGYG000000121__gradient_L9_mos_gapseq	1520	1722	556	bio1	2.633912	1.486255	6.974746
MGYG000000124__gradient_L0_base_gapseq	2352	2913	1307	bio1	1.836132	2.672232	19.590260
MGYG000000124__gradient_L1_inulin_gapseq	2352	2913	1307	bio1	2.000038	2.750871	19.638098
MGYG000000124__gradient_L2_fos_gapseq	2352	2913	1307	bio1	2.000038	2.599841	19.523454
MGYG000000124__gradient_L3_gos_gapseq	2352	2913	1307	bio1	2.337915	2.660343	19.727149
MGYG000000124__gradient_L4_xos_gapseq	2352	2913	1307	bio1	2.516428	2.639986	19.599547
MGYG000000124__gradient_L5_pectin_gapseq	2352	2913	1307	bio1	2.569573	2.625437	19.460654
MGYG000000124__gradient_L6_resistant_starch_gapseq	2352	2913	1307	bio1	3.279717	2.651330	19.885464
MGYG000000124__gradient_L7_bglucan_gapseq	2352	2913	1307	bio1	3.511520	2.628323	19.471827
MGYG000000124__gradient_L8_hmo_gapseq	2352	2913	1307	bio1	3.511520	2.631366	19.655391
MGYG000000124__gradient_L9_mos_gapseq	2352	2913	1307	bio1	3.662023	2.587175	19.590145
MGYG000000131__gradient_L0_base_gapseq	1481	1646	514	bio1	0.498390	1.515807	6.438119
MGYG000000131__gradient_L1_inulin_gapseq	1481	1646	514	bio1	0.689776	1.402882	6.523750
MGYG000000131__gradient_L2_fos_gapseq	1481	1646	514	bio1	0.689776	1.514244	6.684403
MGYG000000131__gradient_L3_gos_gapseq	1481	1646	514	bio1	0.809392	1.410684	6.460150
MGYG000000131__gradient_L4_xos_gapseq	1481	1646	514	bio1	0.837070	1.497791	6.408924
MGYG000000131__gradient_L5_pectin_gapseq	1481	1646	514	bio1	0.837070	1.478707	6.453649
MGYG000000131__gradient_L6_resistant_starch_gapseq	1481	1646	514	bio1	1.535589	1.537206	6.477517
MGYG000000131__gradient_L7_bglucan_gapseq	1481	1646	514	bio1	1.535589	1.504093	6.461934
MGYG000000131__gradient_L8_hmo_gapseq	1481	1646	514	bio1	1.535589	1.416651	6.682123
MGYG000000131__gradient_L9_mos_gapseq	1481	1646	514	bio1	1.535589	1.423022	6.618953
MGYG000000133__gradient_L0_base_gapseq	1366	1620	494	bio1	1.130623	1.334239	6.649533
MGYG000000133__gradient_L1_inulin_gapseq	1366	1620	494	bio1	1.321178	1.342370	6.519827
MGYG000000133__gradient_L2_fos_gapseq	1366	1620	494	bio1	1.321178	1.308286	6.426349
MGYG000000133__gradient_L3_gos_gapseq	1366	1620	494	bio1	1.321178	1.432022	6.411435
MGYG000000133__gradient_L4_xos_gapseq	1366	1620	494	bio1	1.804561	1.431452	6.424108
MGYG000000133__gradient_L5_pectin_gapseq	1366	1620	494	bio1	1.804561	1.442373	6.402094
MGYG000000133__gradient_L6_resistant_starch_gapseq	1366	1620	494	bio1	2.545497	1.353901	6.622239
MGYG000000133__gradient_L7_bglucan_gapseq	1366	1620	494	bio1	2.793891	1.386818	6.655385
MGYG000000133__gradient_L8_hmo_gapseq	1366	1620	494	bio1	2.967979	1.336915	6.394313
MGYG000000133__gradient_L9_mos_gapseq	1366	1620	494	bio1	2.967979	1.395257	6.394878
MGYG000000137__gradient_L0_base_gapseq	1371	1616	496	bio1	0.000000	1.360525	0.082132
MGYG000000137__gradient_L1_inulin_gapseq	1371	1616	496	bio1	0.000000	1.423947	0.089383
MGYG000000137__gradient_L2_fos_gapseq	1371	1616	496	bio1	0.000000	1.329903	0.082838
MGYG000000137__gradient_L3_gos_gapseq	1371	1616	496	bio1	1.389609	1.446410	6.200610
MGYG000000137__gradient_L4_xos_gapseq	1371	1616	496	bio1	1.409397	1.475867	6.225187
MGYG000000137__gradient_L5_pectin_gapseq	1371	1616	496	bio1	1.409397	1.446964	6.202172
MGYG000000137__gradient_L6_resistant_starch_gapseq	1371	1616	496	bio1	2.021319	1.462535	6.316062
MGYG000000137__gradient_L7_bglucan_gapseq	1371	1616	496	bio1	2.226765	1.333750	6.463045
MGYG000000137__gradient_L8_hmo_gapseq	1371	1616	496	bio1	2.226765	1.326748	6.243158
MGYG000000137__gradient_L9_mos_gapseq	1371	1616	496	bio1	2.226765	1.432244	6.208922
MGYG000000140__gradient_L0_base_gapseq	1323	1502	406	bio1	0.750201	1.231187	5.564342
MGYG000000140__gradient_L1_inulin_gapseq	1323	1502	406	bio1	0.893954	1.228274	5.465925
MGYG000000140__gradient_L2_fos_gapseq	1323	1502	406	bio1	0.893954	1.325038	5.492690
MGYG000000140__gradient_L3_gos_gapseq	1323	1502	406	bio1	0.995019	1.304012	5.592312
MGYG000000140__gradient_L4_xos_gapseq	1323	1502	406	bio1	0.995019	1.239946	5.578063
MGYG000000140__gradient_L5_pectin_gapseq	1323	1502	406	bio1	0.995019	1.312792	5.654647
MGYG000000140__gradient_L6_resistant_starch_gapseq	1323	1502	406	bio1	1.606157	1.232028	5.471201
MGYG000000140__gradient_L7_bglucan_gapseq	1323	1502	406	bio1	1.811340	1.318979	5.462444
MGYG000000140__gradient_L8_hmo_gapseq	1323	1502	406	bio1	1.811340	1.231247	5.606089
MGYG000000140__gradient_L9_mos_gapseq	1323	1502	406	bio1	1.811340	1.228605	5.540791
MGYG000000144__gradient_L0_base_gapseq	1390	1580	398	bio1	0.000000	1.367470	0.075694
MGYG000000144__gradient_L1_inulin_gapseq	1390	1580	398	bio1	0.000000	1.256147	0.074397
MGYG000000144__gradient_L2_fos_gapseq	1390	1580	398	bio1	0.000000	1.343940	0.077456
MGYG000000144__gradient_L3_gos_gapseq	1390	1580	398	bio1	0.000000	1.244472	0.076663
MGYG000000144__gradient_L4_xos_gapseq	1390	1580	398	bio1	0.000000	1.372695	0.079244
MGYG000000144__gradient_L5_pectin_gapseq	1390	1580	398	bio1	0.000000	1.262325	0.079054
MGYG000000144__gradient_L6_resistant_starch_gapseq	1390	1580	398	bio1	0.000000	1.365889	0.077261
MGYG000000144__gradient_L7_bglucan_gapseq	1390	1580	398	bio1	0.000000	1.251669	0.075735
MGYG000000144__gradient_L8_hmo_gapseq	1390	1580	398	bio1	0.000000	1.374228	0.078337
MGYG000000144__gradient_L9_mos_gapseq	1390	1580	398	bio1	0.000000	1.273223	0.203923
MGYG000000147__gradient_L0_base_gapseq	2231	2763	987	bio1	1.244484	2.359230	18.231235
MGYG000000147__gradient_L1_inulin_gapseq	2231	2763	987	bio1	1.512529	2.415584	18.025136
MGYG000000147__gradient_L2_fos_gapseq	2231	2763	987	bio1	1.512529	2.456183	17.976075
MGYG000000147__gradient_L3_gos_gapseq	2231	2763	987	bio1	1.813077	2.374532	18.049007
MGYG000000147__gradient_L4_xos_gapseq	2231	2763	987	bio1	1.973370	2.493096	17.980532
MGYG000000147__gradient_L5_pectin_gapseq	2231	2763	987	bio1	1.973370	2.319639	18.243605
MGYG000000147__gradient_L6_resistant_starch_gapseq	2231	2763	987	bio1	2.598511	2.403305	18.017049
MGYG000000147__gradient_L7_bglucan_gapseq	2231	2763	987	bio1	2.802884	2.347818	17.995697
MGYG000000147__gradient_L8_hmo_gapseq	2231	2763	987	bio1	2.802884	2.474150	17.864182
MGYG000000147__gradient_L9_mos_gapseq	2231	2763	987	bio1	2.934680	2.339777	18.227267
MGYG000000153__gradient_L0_base_gapseq	1404	1612	433	bio1	0.000000	1.490941	0.078115
MGYG000000153__gradient_L1_inulin_gapseq	1404	1612	433	bio1	0.000000	1.316055	0.156873
MGYG000000153__gradient_L2_fos_gapseq	1404	1612	433	bio1	0.000000	1.320116	0.077053
MGYG000000153__gradient_L3_gos_gapseq	1404	1612	433	bio1	0.000000	1.393681	0.078934
MGYG000000153__gradient_L4_xos_gapseq	1404	1612	433	bio1	0.000000	1.325977	0.080935
MGYG000000153__gradient_L5_pectin_gapseq	1404	1612	433	bio1	0.000000	1.436279	0.082721
MGYG000000153__gradient_L6_resistant_starch_gapseq	1404	1612	433	bio1	0.000000	1.353410	0.078678
MGYG000000153__gradient_L7_bglucan_gapseq	1404	1612	433	bio1	0.000000	1.465572	0.081594
MGYG000000153__gradient_L8_hmo_gapseq	1404	1612	433	bio1	0.000000	1.348150	0.081945
MGYG000000153__gradient_L9_mos_gapseq	1404	1612	433	bio1	0.000000	1.436086	0.086406
MGYG000000157__gradient_L0_base_gapseq	1412	1667	499	bio1	1.621030	1.378981	6.573774
MGYG000000157__gradient_L1_inulin_gapseq	1412	1667	499	bio1	1.789888	1.453985	6.518448
MGYG000000157__gradient_L2_fos_gapseq	1412	1667	499	bio1	1.789888	1.449736	6.576720
MGYG000000157__gradient_L3_gos_gapseq	1412	1667	499	bio1	2.138158	1.428184	6.525817
MGYG000000157__gradient_L4_xos_gapseq	1412	1667	499	bio1	2.176151	1.421407	6.551357
MGYG000000157__gradient_L5_pectin_gapseq	1412	1667	499	bio1	2.176151	1.365377	6.754154
MGYG000000157__gradient_L6_resistant_starch_gapseq	1412	1667	499	bio1	2.912796	1.345782	6.692966
MGYG000000157__gradient_L7_bglucan_gapseq	1412	1667	499	bio1	2.912796	1.428909	6.670858
MGYG000000157__gradient_L8_hmo_gapseq	1412	1667	499	bio1	2.912796	1.474045	6.637934
MGYG000000157__gradient_L9_mos_gapseq	1412	1667	499	bio1	2.912796	1.441194	6.541365
MGYG000000159__gradient_L0_base_gapseq	1426	1655	475	bio1	0.888036	1.337582	6.636523
MGYG000000159__gradient_L1_inulin_gapseq	1426	1655	475	bio1	1.141027	1.328684	6.487513
MGYG000000159__gradient_L2_fos_gapseq	1426	1655	475	bio1	1.141027	1.371487	6.377566
MGYG000000159__gradient_L3_gos_gapseq	1426	1655	475	bio1	1.396584	1.451298	6.449780
MGYG000000159__gradient_L4_xos_gapseq	1426	1655	475	bio1	1.490736	1.433137	6.460697
MGYG000000159__gradient_L5_pectin_gapseq	1426	1655	475	bio1	1.490736	1.505636	6.515334
MGYG000000159__gradient_L6_resistant_starch_gapseq	1426	1655	475	bio1	2.057893	1.362147	6.816020
MGYG000000159__gradient_L7_bglucan_gapseq	1426	1655	475	bio1	2.057893	1.360768	6.530653
MGYG000000159__gradient_L8_hmo_gapseq	1426	1655	475	bio1	2.187913	1.368447	6.499511
MGYG000000159__gradient_L9_mos_gapseq	1426	1655	475	bio1	2.187913	1.350777	6.406020
MGYG000000160__gradient_L0_base_gapseq	1048	1219	303	bio1	0.000000	1.060853	0.050388
MGYG000000160__gradient_L1_inulin_gapseq	1048	1219	303	bio1	0.000000	0.978459	0.043946
MGYG000000160__gradient_L2_fos_gapseq	1048	1219	303	bio1	0.000000	0.961916	0.055229
MGYG000000160__gradient_L3_gos_gapseq	1048	1219	303	bio1	0.000000	1.044819	0.056276
MGYG000000160__gradient_L4_xos_gapseq	1048	1219	303	bio1	1.024325	0.989757	3.865642
MGYG000000160__gradient_L5_pectin_gapseq	1048	1219	303	bio1	1.024325	1.112922	3.805859
MGYG000000160__gradient_L6_resistant_starch_gapseq	1048	1219	303	bio1	1.297948	0.955345	3.930280
MGYG000000160__gradient_L7_bglucan_gapseq	1048	1219	303	bio1	1.297948	0.998526	3.847964
MGYG000000160__gradient_L8_hmo_gapseq	1048	1219	303	bio1	1.297948	1.070053	3.821379
MGYG000000160__gradient_L9_mos_gapseq	1048	1219	303	bio1	1.410204	0.961789	3.837430
MGYG000000163__gradient_L0_base_gapseq	1487	1779	439	bio1	0.701155	1.548440	7.525668
MGYG000000163__gradient_L1_inulin_gapseq	1487	1779	439	bio1	0.917481	1.520992	7.428489
MGYG000000163__gradient_L2_fos_gapseq	1487	1779	439	bio1	0.917481	1.552677	7.456219
MGYG000000163__gradient_L3_gos_gapseq	1487	1779	439	bio1	1.103975	1.438774	7.612711
MGYG000000163__gradient_L4_xos_gapseq	1487	1779	439	bio1	1.117223	1.449267	7.788655
MGYG000000163__gradient_L5_pectin_gapseq	1487	1779	439	bio1	1.117223	1.441042	7.598048
MGYG000000163__gradient_L6_resistant_starch_gapseq	1487	1779	439	bio1	1.596352	1.434843	7.480681
MGYG000000163__gradient_L7_bglucan_gapseq	1487	1779	439	bio1	1.748702	1.509008	7.456805
MGYG000000163__gradient_L8_hmo_gapseq	1487	1779	439	bio1	1.748702	1.550701	7.590011
MGYG000000163__gradient_L9_mos_gapseq	1487	1779	439	bio1	1.854685	1.591521	7.458701
MGYG000000164__gradient_L0_base_gapseq	1457	1657	452	bio1	0.706889	1.382681	6.425228
MGYG000000164__gradient_L1_inulin_gapseq	1457	1657	452	bio1	1.000624	1.493651	6.526232
MGYG000000164__gradient_L2_fos_gapseq	1457	1657	452	bio1	1.000624	1.460961	6.511245
MGYG000000164__gradient_L3_gos_gapseq	1457	1657	452	bio1	1.289183	1.483860	6.596848
MGYG000000164__gradient_L4_xos_gapseq	1457	1657	452	bio1	1.289183	1.376931	6.662430
MGYG000000164__gradient_L5_pectin_gapseq	1457	1657	452	bio1	1.289183	1.378437	6.549900
MGYG000000164__gradient_L6_resistant_starch_gapseq	1457	1657	452	bio1	1.432344	1.379245	6.478085
MGYG000000164__gradient_L7_bglucan_gapseq	1457	1657	452	bio1	1.640374	1.448649	6.490959
MGYG000000164__gradient_L8_hmo_gapseq	1457	1657	452	bio1	1.640374	1.473611	6.654582
MGYG000000164__gradient_L9_mos_gapseq	1457	1657	452	bio1	1.783535	1.467998	6.514116
MGYG000000178__gradient_L0_base_gapseq	1377	1548	391	bio1	0.000000	1.366200	0.078658
MGYG000000178__gradient_L1_inulin_gapseq	1377	1548	391	bio1	0.000000	1.309468	0.157305
MGYG000000178__gradient_L2_fos_gapseq	1377	1548	391	bio1	0.000000	1.285186	0.079553
MGYG000000178__gradient_L3_gos_gapseq	1377	1548	391	bio1	0.000000	1.381678	0.079264
MGYG000000178__gradient_L4_xos_gapseq	1377	1548	391	bio1	1.311774	1.348596	5.974703
MGYG000000178__gradient_L5_pectin_gapseq	1377	1548	391	bio1	1.311774	1.402983	5.870478
MGYG000000178__gradient_L6_resistant_starch_gapseq	1377	1548	391	bio1	1.853109	1.391736	5.852681
MGYG000000178__gradient_L7_bglucan_gapseq	1377	1548	391	bio1	2.035052	1.290635	6.043016
MGYG000000178__gradient_L8_hmo_gapseq	1377	1548	391	bio1	2.035052	1.312226	5.958211
